table_year,scenario,throttle_scenario,recipient_sector,recipient_sector_name_ru,supplier_sector,supplier_sector_name_ru,direct_recipient_va_impulse_bn_rub,indirect_output_effect_bn_rub,indirect_va_effect_bn_rub,indirect_employment_effect_thousand
2016,Base,BaseThrottle,C,Обрабатывающая промышленность,DE,Энергетика и ЖКХ,730.9583314095362,307.64814399020776,96.45487752145378,38.19453676174095
2016,Base,BaseThrottle,C,Обрабатывающая промышленность,F,Строительство,730.9583314095362,44.3863594492342,20.249987282128846,10.925181045632609
2016,Base,BaseThrottle,C,Обрабатывающая промышленность,G,Оптовая и розничная торговля,730.9583314095362,346.72793693072776,202.35388463693408,103.754681071248
2016,Base,BaseThrottle,C,Обрабатывающая промышленность,H,Транспорт и логистика,730.9583314095362,457.0056305872478,212.41320293576075,92.64892911852628
2016,Base,BaseThrottle,C,Обрабатывающая промышленность,J,ИТ и связь,730.9583314095362,13.272107106368743,6.850095953449264,1.526481762683482
2016,Base,BaseThrottle,C,Обрабатывающая промышленность,K,Финансы и страхование,730.9583314095362,133.8714191913993,94.57119056179181,4.737721880819397
2016,Base,BaseThrottle,C,Обрабатывающая промышленность,M,Профессиональные и научные услуги,730.9583314095362,195.17305115174102,116.9144753340837,25.256278768293885
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),B,Добыча полезных ископаемых,275.31247511836045,66.11008081534004,41.296274161248114,2.2619116315460257
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),C,Обрабатывающая промышленность,275.31247511836045,376.271787818984,96.70924996964656,26.394242987436986
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),C_mach,Машиностроение (ОКВЭД 26–30),275.31247511836045,491.5931413587391,141.26085706776507,32.90309957405615
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),DE,Энергетика и ЖКХ,275.31247511836045,90.5923619886307,28.40282104959068,11.247047537585122
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),F,Строительство,275.31247511836045,18.042836134782476,8.23151992631339,4.441032195366984
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),G,Оптовая и розничная торговля,275.31247511836045,158.89595303026567,92.73326410725859,47.54793939047654
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),H,Транспорт и логистика,275.31247511836045,110.95808000049324,51.57258376493361,22.494574685838284
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),J,ИТ и связь,275.31247511836045,5.992125129526082,3.0926989793980533,0.6891799212161082
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),K,Финансы и страхование,275.31247511836045,53.1996338002358,37.58197781369955,1.8827399502398734
2016,Base,BaseThrottle,C_mach,Машиностроение (ОКВЭД 26–30),M,Профессиональные и научные услуги,275.31247511836045,98.13874356869658,58.78803270519036,12.699598899102412
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,B,Добыча полезных ископаемых,115.95852229800856,72.97320189245566,45.583386294631595,2.49672867006089
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,C,Обрабатывающая промышленность,115.95852229800856,48.35623652188673,12.428503854868477,3.3920328284900942
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,C_mach,Машиностроение (ОКВЭД 26–30),115.95852229800856,32.3686623768753,9.301238371342144,2.166485314098656
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,DE,Энергетика и ЖКХ,115.95852229800856,205.997184081443,64.58492777701393,25.57456358476918
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,F,Строительство,115.95852229800856,10.418764118088722,4.753258512406271,2.564456415760944
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,G,Оптовая и розничная торговля,115.95852229800856,64.3787755592418,37.572095972135614,19.264670118696248
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,H,Транспорт и логистика,115.95852229800856,33.65668732490528,15.643406287366734,6.823233303105308
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,J,ИТ и связь,115.95852229800856,2.3919185958498006,1.2345343330260146,0.27510478065959326
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,K,Финансы и страхование,115.95852229800856,16.753933851208178,11.835532038671754,0.5929232652952209
2016,Base,BaseThrottle,DE,Энергетика и ЖКХ,M,Профессиональные и научные услуги,115.95852229800856,25.466952849596357,15.25546387269176,3.295539300906524
2016,Base,BaseThrottle,F,Строительство,B,Добыча полезных ископаемых,60.22265362975122,10.919496739463884,6.820964752944629,0.3736031839775209
2016,Base,BaseThrottle,F,Строительство,C,Обрабатывающая промышленность,60.22265362975122,55.1288345718856,14.169194756936252,3.86710856994831
2016,Base,BaseThrottle,F,Строительство,C_mach,Машиностроение (ОКВЭД 26–30),60.22265362975122,14.65024365380518,4.209794239740804,0.9805637735160537
2016,Base,BaseThrottle,F,Строительство,DE,Энергетика и ЖКХ,60.22265362975122,7.553421595470565,2.368174062126658,0.937757774395386
2016,Base,BaseThrottle,F,Строительство,F,Строительство,60.22265362975122,5.640349293787673,2.57324553946799,1.388305730856679
2016,Base,BaseThrottle,F,Строительство,G,Оптовая и розничная торговля,60.22265362975122,15.694784102784778,9.15963264988078,4.696498740428479
2016,Base,BaseThrottle,F,Строительство,H,Транспорт и логистика,60.22265362975122,13.475848725647687,6.26348560829414,2.731964049961869
2016,Base,BaseThrottle,F,Строительство,J,ИТ и связь,60.22265362975122,0.5764391408148439,0.2975159403295299,0.06629872925969345
2016,Base,BaseThrottle,F,Строительство,K,Финансы и страхование,60.22265362975122,5.828229849400497,4.117253996818679,0.20626159228558824
2016,Base,BaseThrottle,F,Строительство,M,Профессиональные и научные услуги,60.22265362975122,8.830057909854704,5.289467893277998,1.1426495758273616
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,B,Добыча полезных ископаемых,659.9752292621197,21.065025150847642,13.158463022800293,0.7207255659027404
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,C,Обрабатывающая промышленность,659.9752292621197,101.31686117605237,26.040426018674992,7.107048519650471
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,C_mach,Машиностроение (ОКВЭД 26–30),659.9752292621197,65.4873303028912,18.81799322931457,4.38316967531229
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,DE,Энергетика и ЖКХ,659.9752292621197,46.72230251170681,14.648532924126577,5.800576846429368
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,F,Строительство,659.9752292621197,10.928044966803569,4.985603107400654,2.6898099149963746
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,G,Оптовая и розничная торговля,659.9752292621197,69.21328088214807,40.39356153112075,20.711344887264453
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,H,Транспорт и логистика,659.9752292621197,204.05434268239304,94.84311264704114,41.36801620412253
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,J,ИТ и связь,659.9752292621197,9.337347268343477,4.819259234891012,1.073928216728237
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,K,Финансы и страхование,659.9752292621197,43.498477000492386,30.728760346372518,1.5394151157306333
2016,Base,BaseThrottle,G,Оптовая и розничная торговля,M,Профессиональные и научные услуги,659.9752292621197,114.44371406805406,68.5551960508513,14.809536094890865
2016,Base,BaseThrottle,H,Транспорт и логистика,B,Добыча полезных ископаемых,68.35320651894472,6.271731621928991,3.9176952339294564,0.21458304891807803
2016,Base,BaseThrottle,H,Транспорт и логистика,C,Обрабатывающая промышленность,68.35320651894472,27.720252135913007,7.124649999864768,1.9444855932177674
2016,Base,BaseThrottle,H,Транспорт и логистика,C_mach,Машиностроение (ОКВЭД 26–30),68.35320651894472,14.721141093428288,4.230166845138408,0.985309050289072
2016,Base,BaseThrottle,H,Транспорт и логистика,DE,Энергетика и ЖКХ,68.35320651894472,11.421718594609901,3.5809755061050357,1.4180070943576815
