record_type,scenario,throttle_scenario,occupation_digit,occupation_name_isco08,quintile,ai_exposure_score,baseline_employment_thousand,employment_delta_2035_thousand,baseline_labour_income_bn_rub,labour_income_delta_2035_bn_rub,profit_gain_allocated_bn_rub,total_income_delta_bn_rub,gini_baseline_proxy,gini_post_proxy,gini_delta_proxy
quintile,Base,BaseThrottle,,,Q5,,6574.699999999997,-390.74750748432825,16863.183422851438,-1883.7712378698732,7877.204043101634,5993.4328052317605,0.290060455699763,0.3803515698113704,0.0902911141116074
quintile,Base,NoThrottle,,,Q1,,6574.699999999999,-45.349192061134204,4189.743251215282,-393.6631194687292,0.0,-393.6631194687292,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,NoThrottle,,,Q2,,6574.699999999999,-39.94332772593624,4891.050566225232,-384.28144883560725,0.0,-384.28144883560725,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,NoThrottle,,,Q3,,6574.700000000001,-115.69706422851401,6054.856478801394,-624.8077501508982,597.1361931027571,-27.67155704814104,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,NoThrottle,,,Q4,,6574.699999999997,-174.50533208000803,9998.807859347855,-1277.7344975885076,2388.5447724110286,1110.810274822521,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,NoThrottle,,,Q5,,6574.699999999997,-442.57597785273094,16863.183422851438,-1951.0380530444854,8957.042896541356,7006.00484349687,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,SanctionBase,,,Q1,,6574.699999999999,-35.86599069607532,4189.743251215282,-370.20582014099386,0.0,-370.20582014099386,0.290060455699763,0.3706307165411251,0.0805702608413621
quintile,Base,SanctionBase,,,Q2,,6574.699999999999,-32.91210230913831,4891.050566225232,-359.2753899729413,0.0,-359.2753899729413,0.290060455699763,0.3706307165411251,0.0805702608413621
quintile,Base,SanctionBase,,,Q3,,6574.700000000001,-91.47767699636682,6054.856478801394,-587.8546595861648,457.77935994638204,-130.0752996397827,0.290060455699763,0.3706307165411251,0.0805702608413621
quintile,Base,SanctionBase,,,Q4,,6574.699999999997,-140.3369838439451,9998.807859347855,-1215.1146744316643,1831.1174397855282,616.0027653538639,0.290060455699763,0.3706307165411251,0.0805702608413621
