country_iso3,sector_id,sector_name_ru,rti_staffing_base,rti_base_year,rti_base_source,rti_n_occ_available,rti_weight_coverage,rti_sector_total_employment,rti_classified_employment,rti_total_source,is_proxy_mn,staffing_proxy_exact,rti_proxy_source,rti_year_priority,rti_year_distance,rti_base_year_exact
SVN,C,Обрабатывающая промышленность,0.6215173479994985,1996,BA:446,8,0.9972997634335924,295.9,295.101,reported_total,False,True,Lewandowski RTI x ILOSTAT base-year staffing matrix,3,1,False
SVN,DE,Энергетика и ЖКХ,0.33692146119858996,1996,BA:446,7,0.9956321659776928,12.821,12.765,reported_total,False,True,Lewandowski RTI x ILOSTAT base-year staffing matrix,3,1,False
SVN,F,Строительство,0.4806583190252806,1996,BA:446,8,1.0000000000000002,47.111,47.111,sum_digits,False,True,Lewandowski RTI x ILOSTAT base-year staffing matrix,3,1,False
SVN,H,Транспорт и логистика,0.5891321088700332,1996,BA:446,8,0.9980592801693718,51.012,50.913,reported_total,False,False,Lewandowski RTI x ILOSTAT base-year staffing matrix,3,1,False
SVN,J,ИТ и связь,-0.02763839375570515,1996,BA:446,7,0.9819057755868019,35.702,35.056,reported_total,False,False,Lewandowski RTI x ILOSTAT base-year staffing matrix,3,1,False
SVN,K,Финансы и страхование,-0.028819923827755917,1996,BA:446,4,0.9660390047074647,20.818,20.111,reported_total,False,True,Lewandowski RTI x ILOSTAT base-year staffing matrix,3,1,False
SVN,M,Профессиональные и научные услуги,-0.02763839375570515,1996,BA:446,7,0.9819057755868019,35.702,35.056,reported_total,True,False,Lewandowski RTI x ILOSTAT base-year staffing matrix,3,1,False
SWE,C,Обрабатывающая промышленность,0.23679763492970568,1997,BA:2519,8,0.9980272232569932,753.253,751.7669999999999,reported_total,False,True,Lewandowski RTI x ILOSTAT base-year staffing matrix,5,2,False
SWE,DE,Энергетика и ЖКХ,-0.014073621462745586,1997,BA:2519,6,0.97975,32.0,31.352,reported_total,False,True,Lewandowski RTI x ILOSTAT base-year staffing matrix,5,2,False
SWE,F,Строительство,0.2051748352795403,1997,BA:2519,8,0.9947329883823098,204.86,203.78100000000003,reported_total,False,True,Lewandowski RTI x ILOSTAT base-year staffing matrix,5,2,False
SWE,H,Транспорт и логистика,0.30937260576020464,1997,BA:2519,8,0.9983833303395007,256.082,255.668,reported_total,False,False,Lewandowski RTI x ILOSTAT base-year staffing matrix,5,2,False
SWE,J,ИТ и связь,-0.16882752010827273,1997,BA:2519,8,0.9916826157726224,391.349,388.094,reported_total,False,False,Lewandowski RTI x ILOSTAT base-year staffing matrix,5,2,False
SWE,K,Финансы и страхование,-0.3570990384641976,1997,BA:2519,4,0.9762743134850547,88.891,86.782,reported_total,False,True,Lewandowski RTI x ILOSTAT base-year staffing matrix,5,2,False
SWE,M,Профессиональные и научные услуги,-0.16882752010827273,1997,BA:2519,8,0.9916826157726224,391.349,388.094,reported_total,True,False,Lewandowski RTI x ILOSTAT base-year staffing matrix,5,2,False
