country,country_iso3,sector_id,sector_name_ru,okved,ai_intensity,year,coverage_status,benchmark_core_ready,pre_1995_klems_gap,is_proxy_mn,staffing_proxy_exact,va_real_growth,employment_growth,labour_share,labour_share_structural,margin_share_stan,margin,ict_share_proxy,techint,rti_staffing_base,rti_base_year,rti_base_year_exact,rti_year_distance,rti_year_priority,rti_n_occ_available,rti_weight_coverage,rti_base_source,rti_total_source,k_l_real_klems,emp_per_va,occ,hours_klems,va_real_klems,va_real_stan,va_nominal_klems,va_nominal_stan,comp_nominal_klems,comp_nominal_stan,capital_real_klems,net_capital_stock_stan,employment_klems,employment_stan,ict_share_klems,ict_capital_share_stan,ict_investment_share_stan,requested_benchmark_window,employees_stan,gfcf_ict_stan,gfcf_total_stan,gross_capital_stock_ict_stan,gross_capital_stock_stan,gross_operating_surplus_stan,intermediate_nominal_stan,net_capital_stock_ict_stan,net_taxes_prod_stan,output_nominal_stan,self_employed_stan,va_factor_cost_stan,wages_nominal_stan,labour_share_stan,k_l_nominal_stan,hours_klems_gap_flag,va_real_growth_stan,employment_growth_stan,has_stan,capital_nominal_klems,capital_ict_ct_real_klems,capital_ict_it_real_klems,capital_ict_softdb_real_klems,labour_share_klems_official,labour_share_klems_from_levels,capital_ict_real_klems,techint_klems,hours_per_worker_klems,va_real_growth_klems,employment_growth_klems,has_klems,rti_sector_total_employment,rti_classified_employment,rti_proxy_source,klems_available_for_requested_window,employment
AT,AUT,B,Добыча полезных ископаемых,B,low,1985,stan_only,False,True,False,True,,,0.2986040872514705,,0.7936487796104499,0.7936487796104499,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.010113274692722928,,,,1059.734096258046,,765.198732756103,,228.491469160618,,2759.700009958755,,10.7173820167021,,,,1985-2005,10.4421472691076,,146.018929599509,,3753.086465421647,607.299040411344,835.995612038487,,-70.5917768158589,1601.19434479459,0.2752347475944994,835.7905095719619,197.796104581175,0.2986040872514705,257.49758715869274,True,,,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,10.7173820167021
AT,AUT,B,Добыча полезных ископаемых,B,low,1986,stan_only,False,True,False,True,-0.12666752124326852,-0.0456478881005441,0.38344069692566096,,0.6740619552053306,0.6740619552053306,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.011051489891867317,,,,925.500205108064,,583.497591492018,,223.736723136144,,2804.9284774462367,,10.2281561616729,,,,1985-2005,9.99814909186699,,204.149874786978,,3747.54604343374,393.313527378711,675.1290154020219,,-33.55265902283696,1258.62660689404,0.2300070698059091,617.050250514855,195.298971685011,0.38344069692566096,274.2359847766997,True,-0.12666752124326852,-0.0456478881005441,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,10.2281561616729
AT,AUT,B,Добыча полезных ископаемых,B,low,1987,stan_only,False,True,False,True,-0.11775855779577626,-0.06728068800762577,0.4348603238070611,,0.6027160339855508,0.6027160339855508,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.011683806218260888,,,,816.5146357148433,,492.326444067615,,214.093236886022,,3041.1701331926374,,9.53999877806611,,,,1985-2005,9.32482268321155,,336.213086277908,,3896.6517697579434,296.733041794642,571.230418275645,,-18.499834613049018,1063.55686234326,0.2151760948545593,510.826278680664,187.606316226954,0.4348603238070611,318.7809772245196,True,-0.11775855779577626,-0.06728068800762577,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,9.53999877806611
AT,AUT,B,Добыча полезных ископаемых,B,low,1988,stan_only,False,True,False,True,0.06363466851689847,-0.10478386214639746,0.4202476373252788,,0.6244598179595222,0.6244598179595222,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.009833763591709442,,,,868.4732738977534,,486.197902324686,,204.323519724456,,3017.326167784694,,8.54036086122843,,,,1985-2005,8.35251844905001,,167.208311918339,,3874.710787177738,303.611053577975,548.7081959831839,,-21.73667097774495,1034.90609830787,0.187842412178421,507.934573302431,171.216396011888,0.4202476373252788,353.3019525536404,True,0.06363466851689847,-0.10478386214639746,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,8.54036086122843
AT,AUT,B,Добыча полезных ископаемых,B,low,1989,stan_only,False,True,False,True,-0.04171723158748453,-0.06739387135521946,0.3891035398248209,,0.6696226992274776,0.6696226992274776,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.009570273509628894,,,,832.2429732030199,,502.054751802244,,195.351281112125,,2939.4236668932776,,7.96479288001965,,,,1985-2005,7.78341699662595,,139.0844222479,,3814.2770240116847,336.1872580618,536.339565793156,,-29.483787371680933,1038.3943175954,0.1813758833937004,531.538539173925,163.353228775234,0.3891035398248209,369.05211612810024,True,-0.04171723158748453,-0.06739387135521946,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,7.96479288001965
AT,AUT,B,Добыча полезных ископаемых,B,low,1990,stan_only,False,True,False,True,-0.043130403600757594,-0.04137587724008174,0.36747321114283515,,0.7002945461047345,0.7002945461047345,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.00958782166584026,,,,796.3479978748792,,526.039854759859,,193.305554617716,,2882.524297649731,,7.63524258757328,,,,1985-2005,7.4745254725352,,140.126986835413,,3767.03459601995,368.382841322056,548.5153759133409,,-35.64854117991291,1074.5552306732,0.1607171150380795,561.6883959397719,161.659825904296,0.36747321114283515,377.52884267766115,True,-0.043130403600757594,-0.04137587724008174,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,7.63524258757328
AT,AUT,B,Добыча полезных ископаемых,B,low,1991,stan_only,False,True,False,True,-0.05530954710943736,-0.04469220680933017,0.373806395927849,,0.6963806170013699,0.6963806170013699,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.00969557883121807,,,,752.3023507709124,,512.697623772183,,191.649650943052,,2856.871259597524,,7.29400674681005,,,,1985-2005,7.15596316146907,,156.295185157157,,3743.64393293661,357.032687577609,588.732819442687,,-35.98471474847804,1101.43044321487,0.1380435853409798,548.682338520661,160.370624237039,0.373806395927849,391.6737890113611,True,-0.05530954710943736,-0.04469220680933017,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,7.29400674681005
AT,AUT,B,Добыча полезных ископаемых,B,low,1992,stan_only,False,True,False,True,-0.08474427184816258,-0.03950178113895886,0.39173835397905704,,0.6706377173604915,0.6706377173604915,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.010174846124171811,,,,688.5490358451705,,486.783540335899,,190.691782835283,,2834.4817468085007,,7.00588048867147,,,,1985-2005,6.87521033494809,,160.134167586363,,3729.245256168353,326.455402339526,617.300495629951,,-30.363644838910037,1104.08403596585,0.1306701537233801,517.147185174809,158.873147423315,0.39173835397905704,404.5860832755949,True,-0.08474427184816258,-0.03950178113895886,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,7.00588048867147
AT,AUT,B,Добыча полезных ископаемых,B,low,1993,stan_only,False,True,False,True,-0.0030082158983020246,-0.027220967039845112,0.39804966452377544,,0.6596608051830124,0.6596608051830124,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.009927741763798329,,,,686.4777316887805,,481.335964804299,,191.595619313579,,2808.162489988837,,6.81517364680425,,,,1985-2005,6.69643963350166,,159.399633370072,,3717.7880338029913,317.518470106346,654.0509905708209,,-27.778124615625984,1135.38695537512,0.11873401330259,509.114089419925,158.477407337563,0.39804966452377544,412.04562576415526,True,-0.0030082158983020246,-0.027220967039845112,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,6.81517364680425
AT,AUT,B,Добыча полезных ископаемых,B,low,1994,stan_only,False,True,False,True,-0.09984360050809482,-0.049385909470430644,0.43917387680845205,,0.5939881813721841,0.5939881813721841,,,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,,0.010484234976424716,,,,617.9373232883428,,426.441114549263,,187.281797507117,,2807.203194384329,,6.47860009805791,,,,1985-2005,6.37462649456946,,181.448156065964,,3728.570146158003,253.300982093444,667.8720101576771,,-14.14166505129802,1094.31312470694,0.1039736034884502,440.582779600561,153.337192438397,0.43917387680845205,433.3039780038043,True,-0.09984360050809482,-0.049385909470430644,True,,,,,,,,,,,,False,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,6.47860009805791
AT,AUT,B,Добыча полезных ископаемых,B,low,1995,stan_and_klems,True,False,False,True,-0.12157145148230075,0.018584246614971933,0.492308959960938,0.492308959960938,0.5298050222600638,0.5298050222600638,0.006635804216393632,0.00575465773134205,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,207.45848198157515,0.010343977782901864,3.898524540800963,15430.0,836.2353614388138,542.8137859710912,543.5,390.390616,332.1,187.942707,1794.515869140625,2788.7221306771967,8.65,6.599,,0.006635804216393632,0.036221843983509,1985-2005,6.503,5.595584,154.480926,24.71389691180399,3724.325809786365,206.8,500.148411,13.677527593962786,-4.383,890.539027,0.096,394.773616,154.047084,0.4814221943285645,422.59768611565335,True,-0.12157145148230075,0.018584246614971933,True,1626.8,0.2000000029802322,2.66992449760437,7.456900119781494,0.492308959960938,0.6110395584176633,10.326824620366096,0.00575465773134205,1783.815028901734,,,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,8.65
AT,AUT,B,Добыча полезных ископаемых,B,low,1996,stan_and_klems,True,False,False,True,0.1113155473781049,-0.02774566473988438,0.428038558959961,0.428038558959961,0.5930553666935965,0.5930553666935965,0.0244955062866211,0.0059672624599748985,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,212.36884335983947,0.009049614456477097,3.8550724637681157,15219.0,929.3213584343029,624.8016105561976,622.6,463.845542,331.2,193.645454,1786.02197265625,2764.8465457286898,8.41,6.523,0.0244955062866211,0.007341185581135327,0.035999802076113536,1985-2005,6.419,5.891687,163.658872,27.385455405381173,3730.3859305442,275.1,514.121107,15.3349392035958,-4.886,977.966649,0.104,468.7315420000001,157.983715,0.41747831220936904,423.8611905148996,True,0.15104226661898545,-0.011516896499469742,True,1608.0,0.2000000029802322,2.58648943901062,7.871172428131103,0.428038558959961,0.5319627369097334,10.657661870121956,0.0059672624599748985,1809.6313912009512,0.1113155473781049,-0.02774566473988438,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,8.41
AT,AUT,B,Добыча полезных ископаемых,B,low,1997,stan_and_klems,True,False,False,True,-0.010600667916387585,-0.022592152199762183,0.40824134826660197,0.40824134826660197,0.6011046286751491,0.6011046286751491,0.0244955062866211,0.006352983124619817,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,219.80440831242396,0.008939933455079095,3.9769137302551645,14728.0,919.4699313259346,646.2076444345747,638.4,498.689933,329.2,197.923106,1806.792236328125,2746.0469206387565,8.22,6.447,0.0244955062866211,0.008242594619546444,0.039650448766255605,1985-2005,6.337,6.503971,164.032721,30.79232393945218,3735.7561982280954,299.7,510.765382,17.153155875473615,1.002,1009.455315,0.1100000000000003,497.687933,161.287902,0.39688610678250846,425.94182110109455,True,0.034260529289163566,-0.011651080791047042,True,1638.4,0.2000000029802322,2.67270565032959,8.605814933776855,0.40824134826660197,0.5156641604010025,11.478520587086678,0.006352983124619817,1791.7274939172748,-0.010600667916387585,-0.022592152199762183,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,8.22
AT,AUT,B,Добыча полезных ископаемых,B,low,1998,stan_and_klems,True,False,False,True,-0.01096495010395282,-0.03649635036496357,0.416963806152344,0.416963806152344,0.5941239542907213,0.5941239542907213,0.025671882629394502,0.007216498443229548,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,222.8392167524858,0.008709153949972157,3.9249240121580544,14277.0,909.3879894068608,662.1972980240274,622.3,504.041382,329.0,203.951323,1764.8865966796875,2695.4888107604947,7.92,6.283,0.025671882629394502,0.00978363738281951,0.06023565295315273,1985-2005,6.168,8.432078,139.984836,36.27868516289048,3708.097892773236,299.5,515.922828,20.09094336482021,0.627,1019.96421,0.1150000000000002,503.414382,167.085167,0.4046321002270405,429.0130209709525,True,0.024743832307096092,-0.025438188304637732,True,1620.3,0.2000000029802322,2.76179575920105,9.774505615234377,0.416963806152344,0.5286839145106862,12.736301377415659,0.007216498443229548,1802.6515151515152,-0.01096495010395282,-0.03649635036496357,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,7.92
AT,AUT,B,Добыча полезных ископаемых,B,low,1999,stan_and_klems,True,False,False,True,0.0027318210515483443,-0.03409090909090906,0.39310234069824196,0.39310234069824196,0.6199002288605223,0.6199002288605223,0.0283456683158875,0.008599941666332031,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,229.00976243361927,0.008389332818403164,3.895554202192449,13675.0,911.8722746603478,693.7157736267445,650.2,552.743211,328.4,210.429568,1751.9246826171875,2676.418175320143,7.65,6.138,0.0283456683158875,0.01172744022784307,0.06509577846863411,1985-2005,6.019,10.365248,159.230725,43.45214275235092,3705.168554105069,342.6,561.73149,23.9368611800119,-0.332,1114.474701,0.1189999999999997,553.075211,172.841111,0.3807004117143286,436.0407584425127,True,0.04759680490507456,-0.02307814738182401,True,1607.7,0.2000000029802322,3.498274564743042,11.368175506591797,0.39310234069824196,0.5050753614272531,15.066450074315071,0.008599941666332031,1787.5816993464052,0.0027318210515483443,-0.03409090909090906,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,7.65
AT,AUT,B,Добыча полезных ископаемых,B,low,2000,stan_and_klems,True,False,False,True,-0.007536161358100646,-0.03137254901960784,0.391288452148438,0.391288452148438,0.6180311889582935,0.6180311889582935,0.030274090766906698,0.009682612553633901,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,235.66237229567307,0.008187842969105978,3.862257281553398,13149.0,905.0002580605292,657.4615956449763,703.5,566.033589,329.6,214.142177,1746.2581787109375,2659.0321066167235,7.41,5.97,0.030274090766906698,0.013748458079367485,0.07222692440472747,1985-2005,5.851,11.632951,161.061143,50.84170590704765,3697.9933032160566,349.9,690.100872,27.460873987744005,2.065,1256.134461,0.1189999999999997,563.968589,175.987111,0.3783206176480103,445.39901283362207,True,-0.052260852873838304,-0.027370478983382185,True,1602.6,0.2000000029802322,3.866513967514038,12.841827392578123,0.391288452148438,0.46851457000710733,16.908341363072395,0.009682612553633901,1774.493927125506,-0.007536161358100646,-0.03137254901960784,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,7.41
AT,AUT,B,Добыча полезных ископаемых,B,low,2001,stan_and_klems,True,False,False,True,0.14072494669509572,-0.04183535762483137,0.392037353515625,0.392037353515625,0.6154434384934244,0.6154434384934244,0.0340817308425903,0.011105371293534849,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,254.85315457196302,0.006877470027325035,3.8914774402831016,12765.0,1032.356371135145,702.0188852855385,787.8,591.986079,339.1,224.239131,1809.4573974609373,2722.275587555338,7.1,5.778,0.0340817308425903,0.015854060450254025,0.06398770437391821,1985-2005,5.659,13.992917,218.681341,59.7401227235344,3768.127598036073,364.3,817.227827,31.92239014669526,3.413,1409.213906,0.1189999999999997,588.573079,184.685259,0.37879122323077463,471.1449615014431,True,0.06777169942048267,-0.032160804020100575,True,1658.7,0.2000000029802322,4.998176574707031,14.896519660949709,0.392037353515625,0.4304391977659305,20.09469623863697,0.011105371293534849,1797.887323943662,0.14072494669509572,-0.04183535762483137,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,7.1
AT,AUT,B,Добыча полезных ископаемых,B,low,2002,stan_and_klems,True,False,False,True,0.017390216323069696,-0.026760563380281654,0.374987373352051,0.374987373352051,0.6255889452452764,0.6255889452452764,0.037771883010864295,0.012423296712611788,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,258.32438268813314,0.006579014568228692,3.8847995212447635,12230.0,1050.3092717516845,734.661748446842,804.7,627.461556,334.2,226.906543,1785.021484375,2663.81217094407,6.91,5.653,0.037771883010864295,0.01807205199985003,0.10374514043417392,1985-2005,5.53,13.975783,134.712652,67.45783418309581,3732.7158080142535,392.5,714.130172,35.11094514389736,8.022,1341.591728,0.1229999999999993,619.4395559999999,187.324614,0.36162620774172183,471.22097487070056,True,0.046498554163576955,-0.021633783316026278,True,1632.5,0.2000000029802322,4.613701343536377,17.362150192260742,0.374987373352051,0.4153100534360631,22.17585153877735,0.012423296712611788,1769.8986975397975,0.017390216323069696,-0.026760563380281654,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,6.91
AT,AUT,B,Добыча полезных ископаемых,B,low,2003,stan_and_klems,True,False,False,True,0.0324344319585439,-0.013024602026049159,0.386483993530273,0.386483993530273,0.618981006142289,0.618981006142289,0.041308736801147494,0.01414646119966191,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,258.5588829957845,0.0062893345289114335,3.772364924712135,12129.0,1084.3754563617424,732.8265299223018,822.5,619.597513,338.7,229.824421,1763.37158203125,2614.030915804156,6.82,5.569,0.041308736801147494,0.01995719804508118,0.10043745207369953,1985-2005,5.435,14.053003,139.917956,74.44831204960319,3730.3990210164975,383.5,693.33692,37.49855827427324,6.254,1312.934433,0.1340000000000003,613.343513,187.403387,0.37092534456315673,469.38964191132266,True,-0.002498045567800533,-0.014859366707942634,True,1616.4,0.2000000029802322,5.006356716156006,19.739110946655277,0.386483993530273,0.4117933130699088,24.945467665791515,0.01414646119966191,1778.4457478005863,0.0324344319585439,-0.013024602026049159,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,6.82
AT,AUT,B,Добыча полезных ископаемых,B,low,2004,stan_and_klems,True,False,False,True,0.05993920972644373,-0.04398826979472148,0.34091926574707004,0.34091926574707004,0.6631119788543537,0.6631119788543537,0.040442810058593806,0.015272055840284827,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,273.73522424990415,0.005672662667490348,4.009694032111481,11820.0,1149.372064262817,1004.3183611795336,910.9,889.990861,330.1,292.79526,1784.753662109375,2585.642002690626,6.52,6.174,0.040442810058593806,0.021584144733577858,0.09220296564685898,1985-2005,6.043,14.306493,155.163046,80.86826342966475,3746.651277030228,590.1,661.508198,39.89519781309512,7.032,1551.499059,0.1310000000000002,882.958861,251.610589,0.3289868164163092,418.79527092494754,True,0.37047216520124726,0.10863709822230216,True,1653.7,0.2000000029802322,5.206611156463623,21.85024642944336,0.34091926574707004,0.36238884619606987,27.256857588887215,0.015272055840284827,1812.8834355828221,0.05993920972644373,-0.04398826979472148,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,6.52
AT,AUT,B,Добыча полезных ископаемых,B,low,2005,stan_and_klems,True,False,False,True,0.035459407970391155,-0.04447852760736182,0.28534784317016604,0.28534784317016604,0.7236219968037422,0.7236219968037422,0.0346081495285034,0.014812927924103504,0.5980657569438204,1995.0,True,0.0,1.0,6.0,0.9615384615384615,BA:103,reported_total,300.9423710561296,0.005234730538642343,4.875630252100841,11423.0,1190.128117199283,1046.7827540147237,986.4,977.235959,297.5,269.243523,1874.8709716796875,2611.410358996268,6.23,5.905,0.0346081495285034,0.022123514757259318,0.0672841181143246,1985-2005,5.778,13.303819,197.725992,84.21892585511877,3806.760669774873,707.1,732.451522,40.51463884951556,0.843,1709.687481,0.1270000000000006,976.392959,227.10036,0.27551536608979815,442.2371480095288,True,0.04228180473103893,-0.043569808875931315,True,1748.0,0.2000000029802322,5.614973068237305,21.957355499267575,0.28534784317016604,0.30160178426601786,27.77232857048511,0.014812927924103504,1833.5473515248796,0.035459407970391155,-0.04447852760736182,True,11.57,11.125,Lewandowski RTI x ILOSTAT base-year staffing matrix,True,6.23
AT,AUT,C,Обрабатывающая промышленность без машиностроения,C excl. 26-30,low_medium,1985,stan_only,False,True,False,True,,,0.6528128922538324,,0.32944164217122157,0.32944164217122157,,,0.4073316193158589,1995.0,True,0.0,1.0,8.0,0.9999987648221345,BA:103,reported_total,,0.01978676129107784,,,,39259.75721162704,,21620.8943687923,,14114.3985860059,,57525.5875690469,,776.823444292136,,,,1985-2005,744.676409442615,,4413.31758714687,,93437.27349918846,7122.82294606545,37915.17894264091,,383.672836720948,59536.0733114332,32.14703484952099,21237.22153207135,11778.9186014371,0.6528128922538324,74.05233195744482,True,,,True,,,,,,,,,,,,False,809.6,809.599,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,776.823444292136
AT,AUT,C,Обрабатывающая промышленность без машиностроения,C excl. 26-30,low_medium,1986,stan_only,False,True,False,True,-0.01826099001195236,-0.009553377457064749,0.6541343651453864,,0.3319819311094048,0.3319819311094048,,,0.4073316193158589,1995.0,True,0.0,1.0,8.0,0.9999987648221345,BA:103,reported_total,,0.019962261550602874,,,,38542.83517731384,,22680.7316548985,,14836.2460021099,,59099.25299723824,,769.402156711316,,,,1985-2005,739.753899527846,,4719.97903058789,,95981.0570051786,7529.59309376741,35801.0361651227,,314.8925590211902,58481.7678200212,29.64825718347004,22365.83909587731,12444.0427571119,0.6541343651453864,76.81191491566433,True,-0.01826099001195236,-0.009553377457064749,True,,,,,,,,,,,,False,809.6,809.599,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,769.402156711316
AT,AUT,C,Обрабатывающая промышленность без машиностроения,C excl. 26-30,low_medium,1987,stan_only,False,True,False,True,-0.02474378524093579,-0.017541973116891207,0.6635491418225881,,0.32114418363994385,0.32114418363994385,,,0.4073316193158589,1995.0,True,0.0,1.0,8.0,0.9999987648221345,BA:103,reported_total,,0.020109673538430094,,,,37589.1395411096,,22823.5477669239,,15144.5455340892,,60768.01980575503,,755.905324762208,,,,1985-2005,727.888739761888,,4883.35816256674,,98608.66765480558,7329.64961537604,35515.146055161706,,349.35261745866046,58338.6938220856,28.016585000319992,22474.19514946524,12740.6412222095,0.6635491418225881,80.39104609412743,True,-0.02474378524093579,-0.017541973116891207,True,,,,,,,,,,,,False,809.6,809.599,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,755.905324762208
AT,AUT,C,Обрабатывающая промышленность без машиностроения,C excl. 26-30,low_medium,1988,stan_only,False,True,False,True,0.037709935340197065,-0.015021957740804615,0.6459114529288036,,0.34163714924876737,0.34163714924876737,,,0.4073316193158589,1995.0,True,0.0,1.0,8.0,0.9999987648221345,BA:103,reported_total,,0.01908778763485656,,,,39006.62356269849,,24027.0320328058,,15519.3351698765,,63265.94039599847,,744.550146917581,,,,1985-2005,718.652387635989,,5535.23840978569,,102072.94560432482,8208.52672859659,37348.2092095024,,299.1701343327113,61375.2412423082,25.897759281591902,23727.86189847309,13004.6037112337,0.6459114529288036,84.97203399652513,True,0.037709935340197065,-0.015021957740804615,True,,,,,,,,,,,,False,809.6,809.599,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,744.550146917581
AT,AUT,C,Обрабатывающая промышленность без машиностроения,C excl. 26-30,low_medium,1989,stan_only,False,True,False,True,-0.04355570254153407,0.005941569720992579,0.6423529491032451,,0.3441747464344899,0.3441747464344899,,,0.4073316193158589,1995.0,True,0.0,1.0,8.0,0.9999987648221345,BA:103,reported_total,,0.02007560618734557,,,,37307.662669652,,25565.8496135268,,16422.298895579,,65981.33687850783,,748.973943526267,,,,1985-2005,723.112687970973,,6127.3846262413,,105879.96986251105,8799.11980811789,41194.904861621,,344.4309098299109,66760.7544751478,25.861255555294065,25221.418703696887,13792.6363238281,0.6423529491032451,88.09563730329401,True,-0.04355570254153407,0.005941569720992579,True,,,,,,,,,,,,False,809.6,809.599,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,748.973943526267
AT,AUT,C,Обрабатывающая промышленность без машиностроения,C excl. 26-30,low_medium,1990,stan_only,False,True,False,True,0.02501884075703753,0.0067126293560433314,0.6350250118691637,,0.3515563266401361,0.3515563266401361,,,0.4073316193158589,1995.0,True,0.0,1.0,8.0,0.9999987648221345,BA:103,reported_total,,0.019717068103697048,,,,38241.0571410013,,27717.2798805341,,17601.1659851171,,69546.47666263526,,754.001528006493,,,,1985-2005,728.295174520102,,7064.25244631878,,110600.01134458152,9744.18509925712,43856.5531958708,,371.9287961598821,71573.8330764049,25.70635348639098,27345.35108437422,14844.204129686,0.6350250118691637,92.23651952869301,True,0.02501884075703753,0.0067126293560433314,True,,,,,,,,,,,,False,809.6,809.599,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,754.001528006493
AT,AUT,C,Обрабатывающая промышленность без машиностроения,C excl. 26-30,low_medium,1991,stan_only,False,True,False,True,-0.03220622277452012,0.0027132162847915975,0.6503761910604883,,0.3367486912401421,0.3367486912401421,,,0.4073316193158589,1995.0,True,0.0,1.0,8.0,0.9999987648221345,BA:103,reported_total,,0.020428489249686644,,,,37009.45713558506,,29084.668350041,,18915.9758197572,,72967.79800629432,,756.047297231038,,,,1985-2005,730.779878772663,,7427.40863000984,,115349.22601996716,9794.22400202989,45774.3926812102,,374.4685282539085,74859.0610312512,25.267418458375005,28710.199821787093,15973.2513794409,0.6503761910604883,96.51221328815403,True,-0.03220622277452012,0.0027132162847915975,True,,,,,,,,,,,,False,809.6,809.599,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,756.047297231038
AT,AUT,C,Обрабатывающая промышленность без машиностроения,C excl. 26-30,low_medium,1992,stan_only,False,True,False,True,-0.01564134046254151,-0.03238620303965267,0.6607248263171694,,0.32337461476105833,0.32337461476105833,,,0.4073316193158589,1995.0,True,0.0,1.0,8.0,0.9999987648221345,BA:103,reported_total,,0.020080981517794763,,,,36430.579616193536,,29633.5520237539,,19579.6235140556,,75699.1283880556,,731.561795955333,,,,1985-2005,706.924055968534,,7346.98038245399,,119508.26030161657,9582.7384696832,45598.065522085,,471.1900400151008,75231.6175458389,24.63773998679892,29162.3619837388,16435.4448818365,0.6607248263171694,103.4760546635729,True,-0.01564134046254151,-0.03238620303965267,True,,,,,,,,,,,,False,809.6,809.599,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,731.561795955333
AT,AUT,C,Обрабатывающая промышленность без машиностроения,C excl. 26-30,low_medium,1993,stan_only,False,True,False,True,-0.01656025705396824,-0.03646417492718923,0.6815946071359219,,0.2982327376871455,0.2982327376871455,,,0.4073316193158589,1995.0,True,0.0,1.0,8.0,0.9999987648221345,BA:103,reported_total,,0.019674560880627374,,,,35827.27985312432,,28955.7534863881,,19736.0854218793,,77299.92316177658,,704.885998657569,,,,1985-2005,681.739733111569,,6674.26298888321,,122585.18827911378,8635.55363403963,44321.5595380493,,584.1144304691716,73277.3130244374,23.146265545999995,28371.63905591893,16492.0827206552,0.6815946071359219,109.66301403204434,True,-0.01656025705396824,-0.03646417492718923,True,,,,,,,,,,,,False,809.6,809.599,Lewandowski RTI x ILOSTAT base-year staffing matrix,False,704.885998657569
