year,sector_id,sector_name_ru,CAP,CAPIT_QI,CAPNIT_QI,CAP_QI,EMP,GO,GO_QI,H_EMP,II,LAB,LAB_AVG,LAB_QI,LP_I,TFPva_I,VA,VAConH,VAConK,VAConTFP,VA_Q,VA_QI,russia_klems_codes,fit_quality,fit_note,labour_share_klems,capital_share_klems,capital_labour_comp_ratio,ict_to_nonict_capital_services_index,va_per_hour_current_rub,hours_per_person,VA_growth_pct,LAB_growth_pct,CAP_growth_pct,EMP_growth_pct,H_EMP_growth_pct,LP_I_growth_pct,CAP_QI_growth_pct,LAB_QI_growth_pct,CAPIT_QI_growth_pct,CAPNIT_QI_growth_pct,TFPva_I_growth_pct,labour_share_klems_growth_pct,capital_labour_comp_ratio_growth_pct
2005,B,Добыча полезных ископаемых,1657581.496452,202.310015,153.649029,155.107395,947.0,3200085.4,142.67683,1818.231629,1135798.0,406705.903548,223.682119,93.108412,167.642238,108.211443,2064287.4,-1.26394,4.160927,-1.408126,1.488861,151.57299,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.19702,0.80298,4.0756268399147295,1.3167022031750033,1135.3269666391882,1919.9911605068637,46.23255999782949,-3.399735887392352,67.32642543319594,-4.728370221327971,-4.72837024410051,6.537486710398088,5.686240783096741,-4.976005955741369,-2.1507695519044856,5.904279103052024,-1.3982590122484262,-33.94065992276858,73.21528773269425
2006,B,Добыча полезных ископаемых,2093138.779563,214.39122,165.33184,166.840381,950.0,3641572.7,137.540464,1823.990672,1132126.9,416307.020437,228.239665,94.230147,162.266652,98.770336,2509445.8,0.217307,5.968792,-9.128981,-2.942881,147.177373,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.16589600000007973,0.8341039999999204,5.027872884213721,1.2967328011349781,1375.7996893966572,1919.9901810526314,21.564749172038745,2.360702612192833,26.276673819253915,0.31678986272438703,0.31673868764274804,-3.2065821025367147,7.564427215091851,1.2047622506976108,5.971629728760597,7.6035696912864825,-8.72468450494649,-15.797380976510134,23.364407039750358
2007,B,Добыча полезных ископаемых,2381730.795295,214.138107,178.732161,180.050346,957.0,4239161.9,133.826872,1837.439512,1373634.0,483797.104705,263.299609,96.290753,157.53523,90.331417,2865527.9,0.362046,6.344594,-8.9312,-2.224561,143.939471,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.16883350000012215,0.8311664999998779,4.922995140178203,1.1980949919807662,1559.5223033388215,1919.9994900731451,14.189670882710438,16.21161329375498,13.787524198096968,0.7368421052631469,0.7373305251201501,-2.9158314057037282,7.917726464554153,2.186779990908838,-0.11806127135244315,8.105106070312896,-8.543981261742395,1.7706876597633592,-2.085926721910747
2008,B,Добыча полезных ископаемых,2717101.915912,263.292719,192.440776,194.465609,957.0,4972892.2,135.432794,1837.438541,1688266.0,567524.284088,308.867084,96.299178,159.110667,85.589045,3284626.2,0.001494,6.386341,-5.392802,0.995033,145.378866,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.1727819999998782,0.8272180000001217,4.787639916199054,1.3681753133234091,1787.611463843786,1919.9984754440961,14.625518041544815,17.30625887768664,14.080983513313527,0.0,-5.284527700988306e-05,1.0000537657513187,8.006240099088746,0.008749542128927423,22.95463086352958,7.6699206921131635,-5.249969675555965,2.338694630954863,-2.74944866133362
2009,B,Добыча полезных ископаемых,2359167.476219,249.902231,202.756996,204.459714,963.0,4748097.3,132.995004,1848.948985,1862692.6,526237.223781,284.614247,96.753246,154.325256,80.094979,2885404.7,0.083536,4.121607,-6.634412,-2.429269,141.889773,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.182378999999896,0.8176210000001038,4.483087416865812,1.2325208793288691,1560.5647983846347,1919.9885617860853,-12.154244522557844,-7.274941613000296,-13.173390280167641,0.6269592476489061,0.6264396736630706,-3.007599107104497,5.139266038551837,0.47151804348735116,-5.085779831230342,5.360724589886279,-6.4191229146206785,5.554398027586549,-6.3612239989641495
2010,B,Добыча полезных ископаемых,3171638.149585,228.704942,215.43758,216.700109,985.0,5982248.1,141.639679,1891.203255,2139435.9,671174.050415,354.892605,99.383661,160.835137,81.010126,3842812.2,0.478854,4.77638,1.136099,6.391333,151.254498,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.1746569999998959,0.825343000000104,4.725507709399543,1.061583322649651,2031.9403479453088,1920.003304568528,33.181047358798565,27.54210840362694,34.43887225285649,2.2845275181723856,2.2853129179223997,4.218286214927791,5.9867025931573,2.718683980897141,-8.482232797673584,6.254079637281662,1.1425772394546785,-4.234040103303849,5.407440676300923
2011,B,Добыча полезных ископаемых,4207115.732553,222.503033,230.03932,231.050797,992.0,7361122.5,147.021987,1904.649657,2411158.2,742848.567447,390.018482,100.306975,165.129466,79.264916,4949964.3,0.150146,5.371186,-2.177855,3.343478,156.397151,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.1500714999999091,0.8499285000000909,5.663490402911983,0.9672391354660586,2598.884409953195,1920.009734879032,28.81098639168471,10.678976189213852,32.648036570738356,0.7106598984771617,0.7109971899873946,2.670019176220184,6.622372303467561,0.9290400360678852,-2.7117511960016993,6.777712597774266,-2.1543109314507203,-14.076446978936685,19.849352729796465
2012,B,Добыча полезных ископаемых,4772435.481343,248.940305,247.61831,248.861293,1008.0,8352856.0,150.703517,1935.358931,2784823.9,795596.618657,411.08479,102.092997,165.695182,75.6596,5568032.1,0.258519,6.338084,-4.655128,1.941476,159.463231,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.14288650000006287,0.8571134999999372,5.998561795547936,1.005338841865127,2877.00230216366,1919.998939484127,12.486308234586652,7.100781171495418,13.437228370395893,1.6129032258064502,1.6123318998397806,0.34258937166307124,7.708476331289171,1.7805561377959966,11.881758034282619,7.641732726387818,-4.548438555085332,-4.787717854389795,5.91634078630503
2013,B,Добыча полезных ископаемых,5035497.372189,287.229859,264.480511,266.155053,1000.0,8967958.6,152.832025,1920.001541,3048419.5,884041.727811,460.43803,101.792869,167.164899,71.533917,5919539.1,-0.043017,5.736688,-5.607262,0.086409,159.60108,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.14934299999994932,0.8506570000000507,5.695995125317822,1.086015214935818,3083.090806748472,1920.001541,6.31294851910067,11.116828186537408,5.512109946261079,-0.7936507936507908,-0.7935163733202022,0.8870004439839541,6.949156211287555,-0.2939751097717269,15.381018352974207,6.809755304444165,-5.452953756033596,4.518621423216063,-5.043986884567486
2014,B,Добыча полезных ископаемых,5264887.352422,272.927261,280.855381,282.188015,993.0,9559568.5,157.384709,1906.567666,3318037.6,976643.547577,512.252235,101.962897,171.780907,69.448401,6241530.9,0.02552,4.955018,-2.958766,2.021772,162.860691,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.15647499999991987,0.8435249999999198,5.390797251959429,0.9717715217996836,3273.7001740383025,1920.0077200402818,5.43947416446664,10.474824530658067,4.555458245295063,-0.7000000000000006,-0.6996804280169133,2.7613500367682065,6.023917945303858,0.16703331153777867,-4.979495533575429,6.191333319073955,-2.9154226239281655,4.775583723356958,-5.358113317229418
2015,B,Добыча полезных ископаемых,6088145.0616,256.778059,297.396142,298.400889,1019.0,10884421.1,157.093626,1956.487867,3666917.1,1129358.9384,577.237895,105.490262,167.725976,66.02923,7217504.0,0.532166,4.712292,-5.048652,0.195805,163.179893,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.156475,0.843525,5.3907972519571805,0.863420948480226,3689.0103545937295,1920.0077203140333,15.63675828313209,15.636758283191309,15.636758283143081,2.618328298086614,2.618328312717755,-2.3605248515773725,5.745415516672447,3.459459375698204,-5.917035161980399,5.889422855672466,-4.923325736470163,5.120348589571222e-11,-4.172218126541338e-11
2016,B,Добыча полезных ископаемых,6154859.032088,252.867095,316.043091,316.783206,1023.747548,11149110.0,157.839304,1965.603195,3852516.5,1141734.467912,580.857047,106.161102,167.45073,62.908775,7296593.5,0.099191,5.042576,-4.841186,0.300581,163.671119,C,exact_old_nace,Russia KLEMS NACE 1.0 C is mining and quarrying; maps to OKVED2 B.,0.15647499999993147,0.8435250000000686,5.390797251959981,0.8001032207345422,3712.139621344073,1920.0077195203205,1.0958012631513636,1.0958012631070657,1.0958012631595793,0.4659026496565355,0.4659026081248907,-0.1641045749526615,6.160275547972649,0.6359259966574049,-1.5230911921489287,6.270070914369841,-4.725869134018367,-4.3798298321462426e-11,5.1958437552457326e-11
1995,C,Обрабатывающая промышленность,134372.026918,100.0,100.0,100.0,12989.591653,802727.930279,100.0,24939.901155,514622.933658,153732.969704,6.164137,100.0,100.0,100.0,288104.996622,0.0,0.0,0.0,-6.158795,100.0,D,exact_old_nace,Russia KLEMS NACE 1.0 D is manufacturing; maps to OKVED2 C.,0.5336004981048662,0.46639950189513374,0.8740612191172923,1.0,11.551970267702531,1919.9911607105853,,,,,,,,,,,,,
