scenario,year,sector_id,sector_name_ru,class_id,ai_intensity,rti_bucket,p,q,adaptation,diffusion_speed,delta_sL_potential,delta_sL_t,labour_share_t,pi0_proxy,gamma_margin,margin_t,capital_intensity_anchor,capital_intensity_norm,capital_barrier,delta_k_need_bn_rub,cumulative_delta_k_need_bn_rub,va_current_bn_rub,margin_cf_t,lambda_speed,gross_margin_premium_share,gross_margin_gain_bn_rub,net_margin_gain_cf_share,net_margin_gain_cf_bn_rub,gross_return_on_new_capital,net_return_on_new_capital_cf,cumulative_gross_margin_gain_bn_rub,cumulative_net_margin_gain_cf_bn_rub,cumulative_gross_return_on_capital,cumulative_net_return_on_capital_cf
Base,2035,B,Добыча полезных ископаемых,hardware,low,high,0.005,0.15,0.1132622080047104,0.0175089226302915,-0.0978230906786185,-0.0110796592441053,0.0918570959817555,0.8898910652809102,0.0711912852224728,0.8618470063998526,400.66629658784854,0.4331760658904722,0.6,102.18532150196424,661.0192633417898,22455.017039232367,0.8540600140555354,0.041953786192646635,0.00806328215499038,181.06113818244725,0.007786992344317123,174.857045776013,1.7718898910443497,1.7111757658134084,867.7869316555975,839.8864310154497,1.3128012749106457,1.270592972993548
Base,2025,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.01,0.01,-0.0556642039037498,-0.0005566420390374,0.4152997387752675,0.5797787802499513,0.0869668170374926,0.5563245334346864,124.00654296875,0.1340683428712183,0.35,9.946214644922664,9.946214644922664,21196.4700389022,0.5554548652643114,0.041953786192646614,0.000869668170374926,18.43389531713901,0.0008696681703749265,18.433895317139022,1.853357882895593,1.853357882895594,18.43389531713901,18.433895317139022,1.853357882895593,1.853357882895594
Base,2026,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.022375,0.012375,-0.0556642039037498,-0.0012454865623464,0.4146108942519586,0.5797787802499513,0.0869668170374926,0.5583847422517225,124.00654296875,0.1340683428712183,0.35,12.308440623091796,22.25465526801446,21196.4700389022,0.5564753455929871,0.041953786192646614,0.0019458825312138968,41.24584077209854,0.0019093966587354627,40.472469069266204,3.3510208185688,3.2881881879769588,59.67973608923755,58.90636438640523,2.6816742551394337,2.646923247158472
Base,2027,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.03761983984375,0.01524483984375,-0.0556642039037498,-0.0020940784358889,0.413762302378416,0.5797787802499513,0.0869668170374926,0.5596241038889577,124.00654296875,0.1340683428712183,0.35,15.162844931340675,37.41750019935514,21196.4700389022,0.556432532579464,0.041953786192646614,0.0032716777286711804,69.34801895272227,0.003191571309493657,67.65004563870217,4.573549308638259,4.46156680656106,129.02775504195984,126.55641002510738,3.4483264342758932,3.382278595599192
Base,2028,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.0562947883187826,0.0186749484750326,-0.0556642039037498,-0.0031336045756951,0.4127227762386098,0.5797787802499513,0.0869668170374926,0.5611962088030266,124.00654296875,0.1340683428712183,0.35,18.57450460155459,55.99200480090973,21196.4700389022,0.5564343287474797,0.041953786192646614,0.004895778555883942,103.77322347689386,0.0047618800555468965,100.93504792624573,5.586863590871144,5.43406406207991,232.8009785188537,227.4914579513531,4.157753939095805,4.062927533319131
Base,2029,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.0790132617173263,0.0227184733985437,-0.0556642039037498,-0.0043982103113336,0.4114581705029714,0.5797787802499513,0.0869668170374926,0.5631060063690115,124.00654296875,0.1340683428712183,0.35,22.596281282688132,78.58828608359786,21196.4700389022,0.5564342533914307,0.041953786192646614,0.006871531875306234,145.65221951629005,0.006671752977580825,141.4176120962485,6.445849106502305,6.258446260562081,378.4531980351437,368.90907004760163,4.81564386876393,4.694199204893928
Base,2030,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.106415670647682,0.0274024089303556,-0.0556642039037498,-0.0059235435894868,0.4099328372248181,0.5797787802499513,0.0869668170374926,0.5654089834140897,124.00654296875,0.1340683428712183,0.35,27.255024100926292,105.84331018452416,21196.4700389022,0.5564342565529024,0.041953786192646614,0.00925463215913903,196.16553328225123,0.008974726861187388,190.23252902048924,7.197408175309019,6.979723382964243,574.6187313173949,559.1415990680908,5.428956542606437,5.282729707652752
Base,2031,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.1391243578632767,0.0327086872155946,-0.0556642039037498,-0.0077442466240796,0.4081121341902253,0.5797787802499513,0.0869668170374926,0.5681569352241492,124.00654296875,0.1340683428712183,0.35,32.53276237999427,138.37607256451844,21196.4700389022,0.5564342564202666,0.041953786192646614,0.012099202575754229,256.46038489158286,0.011722678803882669,248.47941004217287,7.883141981490354,7.637820826274902,831.0791162089778,807.6210091102637,6.0059452534431745,5.836420951560877
Base,2032,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.1776753070127458,0.0385509491494691,-0.0556642039037498,-0.0098901545182188,0.4059662262960861,0.5797787802499513,0.0869668170374926,0.5713943015827458,124.00654296875,0.1340683428712183,0.35,38.34360150061188,176.7196740651303,21196.4700389022,0.5564342564258312,0.041953786192646614,0.01545185591705779,327.52480099134914,0.014960045156914625,317.1001489491648,8.541837182042551,8.269962563222043,1158.603917200327,1124.7211580594285,6.5561682553427625,6.364436580190334
Base,2033,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.2224252520152864,0.0447499450025406,-0.0556642039037498,-0.0123811245815218,0.4034752562327831,0.5797787802499513,0.0869668170374926,0.5751502420861837,124.00654296875,0.1340683428712183,0.35,44.50925583437534,221.2289298995057,21196.4700389022,0.5564342564255977,0.041953786192646614,0.019343616196531594,410.01638115380524,0.018715985660585965,396.7128293031336,9.21193521364475,8.913041161131812,1568.620298354132,1521.4339873625622,7.090484499774444,6.877192725443643
Base,2034,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.2734390643154393,0.0510138123001528,-0.0556642039037498,-0.0152207678313051,0.4006356129829998,0.5797787802499513,0.0869668170374926,0.5794291750420427,124.00654296875,0.1340683428712183,0.35,50.739432699311585,271.96836259881724,21196.4700389022,0.5564342564256075,0.041953786192646614,0.02378012507722398,504.05470872072493,0.02299491861643521,487.4111035002634,9.934181008838197,9.606159895179049,2072.675007074857,2008.8450908628256,7.621015133044269,7.386319025003983
Base,2035,C,Обрабатывающая промышленность без машиностроения,hybrid,low_medium,medium,0.01,0.25,0.330372209277719,0.0569331449622796,-0.0556642039037498,-0.0183899060213672,0.3974664747929377,0.5797787802499513,0.0869668170374926,0.5842009520049836,124.00654296875,0.1340683428712183,0.35,56.62692802053312,328.59529061935035,21196.4700389022,0.5564342564256071,0.041953786192646614,0.0287314194785276,609.0046721517414,0.0277666955793765,588.5559309275721,10.754683212391711,10.39356983508199,2681.6796792265986,2597.401021790398,8.161041121959036,7.9045594868225475
Base,2025,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.01,0.01,-0.1045210553316377,-0.0010452105533163,0.4148111702609886,0.5797353085884872,0.086960296288273,0.5562828203665205,124.00654296875,0.1340683428712183,0.45,3.402452131355557,3.402452131355557,5639.664498283935,0.5554132174036378,0.04195378619264662,0.00086960296288273,4.904268957372254,0.0008696029628827429,4.904268957372327,1.4413924922489254,1.441392492248947,4.904268957372254,4.904268957372327,1.4413924922489254,1.441392492248947
Base,2026,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.022375,0.012375,-0.1045210553316377,-0.0023386586130453,0.4135177222012596,0.5797353085884872,0.086960296288273,0.5583428747096378,124.00654296875,0.1340683428712183,0.45,4.210534512552502,7.612986643908059,5639.664498283935,0.556433621216965,0.04195378619264662,0.0019457366294501081,10.97330179212042,0.001909253492672791,10.767549140851347,2.6061541021470473,2.557287942599921,15.877570749492675,15.671818098223675,2.0855902541478866,2.0585637189793737
Base,2027,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.03761983984375,0.01524483984375,-0.1045210553316377,-0.0039320653618759,0.411924315452429,0.5797353085884872,0.086960296288273,0.5595821434198612,124.00654296875,0.1340683428712183,0.45,5.1869837818541304,12.79997042576219,5639.664498283935,0.5563908114135505,0.04195378619264662,0.003271432419129878,18.4497812727019,0.003191332006310721,17.998041818227815,3.556938299526912,3.469847328459212,34.327352022194574,33.669859916451486,2.6818305730695084,2.6304638836262444
Base,2028,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.0562947883187826,0.0186749484750326,-0.1045210553316377,-0.0058839906847503,0.4099723901295546,0.5797353085884872,0.086960296288273,0.5611541304579144,124.00654296875,0.1340683428712183,0.45,6.354061824183005,19.154032249945196,5639.664498283935,0.5563926074468899,0.04195378619264662,0.004895411471686944,27.60847828136477,0.004761523011024504,26.853392283036925,4.345012536121274,4.2261773690704825,61.93583030355935,60.52325219948841,3.233566149171361,3.1598178080577046
