scenario,throttle_scenario,year,sector_id,sector_name_ru,class_id,ai_intensity,va_ai_bn_rub,va_share_ai,margin_ai,adaptation_managed,lp_gain_vs_cf_pct,delta_k_need_managed_bn_rub,cumulative_delta_k_need_managed_bn_rub,incremental_profit_pool_vs_cf_bn_rub,cumulative_net_value_after_capex_bn_rub,transition_risk_score,strategy_capacity_index,adaptive_potential,credit_potential,bank_profitability,financial_stability,strategic_convergence,base_forward_index_no_gate,financial_risk_penalty,forward_resilience_index,forward_rank
Base,BaseThrottle,2029,H,Транспорт и логистика,hardware,medium,14046.823537784108,0.0963053600195719,0.4659799005984956,0.0309794163161452,0.2792037966526495,13.125110080288046,51.32532659540031,24.43487921607084,13.867759313513105,11.394534286719969,38.7788147468453,0.10064624601463608,0.32251276478273483,0.06804030231824859,0.40262850811057294,0.15918872270198664,0.18259713446886422,1.0,0.18259713446886422,7
Base,BaseThrottle,2030,H,Транспорт и логистика,hardware,medium,14383.79489937068,0.0949816247760813,0.4663162710568344,0.0399814734941185,0.3604814385463672,14.914210131491604,66.23953672689191,32.263327364982615,31.21687654700412,17.014935579018967,38.859833261447065,0.1216809548584747,0.3493453019161358,0.08662998531464923,0.21389862087563594,0.09350248435183625,0.15894373327680544,0.9459450898237717,0.15035204405145333,8
Base,BaseThrottle,2025,J,ИТ и связь,software,high,7078.1809112301235,0.0557222598367163,0.4131036116214849,0.0242681021245546,0.5353260232565882,4.484073496311001,4.484073496311001,28.255647281761412,23.77157378545041,0.0,41.43682583824199,0.24799996431226112,0.08277904507408886,0.09016788956992113,0.1280227324011803,0.14664118088383823,0.1278330372402589,0.8625848811494881,0.11026684523486681,5
Base,BaseThrottle,2026,J,ИТ и связь,software,high,7551.858129075143,0.0575241077954559,0.4172789842149728,0.0572241848096999,1.2668899753724985,6.0893718079903385,10.57344530430134,70.25027299510703,87.93247497256709,0.2660821796779875,42.0300353265746,0.4020590303133822,0.1255934105978322,0.16775354926049452,0.12815247077238026,0.21858180543065914,0.1866832949515509,0.8627338997951485,0.16105800708015947,4
Base,BaseThrottle,2027,J,ИТ и связь,software,high,8069.50021916812,0.0594158695827626,0.4217980107018102,0.1010460197804683,2.247905472829137,8.097062050571987,18.67050735487333,131.91940336347852,211.7548162854736,0.6229423650315621,42.818828356048435,0.541577037995334,0.1635590487507343,0.2608623826163813,0.12813721272867024,0.4062607472602058,0.25814323335712125,0.8627163774557243,0.22270439514656332,4
Base,BaseThrottle,2028,J,ИТ и связь,software,high,8638.070989291458,0.0614110809890238,0.4276721012542214,0.1576523993572903,3.529201586828412,10.459291999011471,29.1297993538848,219.58965577651588,420.88518006297807,1.1069291478847414,43.83774318843122,0.6859774262144746,0.20211708422150643,0.3734249350084035,0.12802886697473997,0.6018094170363288,0.32734961007611246,0.8625919287575695,0.28236913153359217,4
Base,BaseThrottle,2029,J,ИТ и связь,software,high,9264.459240853732,0.0635173553776853,0.4349572362415615,0.2279620386926244,5.143053216268911,12.991275076255777,42.121074430140574,339.50914566403435,747.4030506507567,1.7808714666951997,45.103316696467246,0.8349710728194362,0.24049309701376156,0.5078323806630378,0.12766210578482415,0.8292276162388439,0.3984482561914721,0.8621703400171025,0.34353026851982305,4
Base,BaseThrottle,2030,J,ИТ и связь,software,high,9953.824298215352,0.0657288574534315,0.4435337559053027,0.3108798008860394,7.078664028019488,15.320907169280057,57.44198159942063,495.8992930378877,1227.9814365193645,2.6422055022585416,46.59583641594871,0.9292038661226387,0.27598021075796586,0.6419202331542907,0.12694488231797268,0.9997174257098219,0.45358978452123383,0.8613444843778616,0.3906970590675075,3
Base,BaseThrottle,2025,K,Финансы и страхование,software,high,9984.458032525194,0.0786016310962682,0.6123572290979433,0.0267326034252442,0.5898500803128259,4.610997964405711,4.610997964405711,65.03630078700189,60.42530282259618,0.0,37.900989051378666,0.29859581309874794,0.10928674524371453,0.1663751308883327,0.16551369600686341,0.14236946059081615,0.16222615565607496,0.9029342066402498,0.14647954515361572,2
Base,BaseThrottle,2026,K,Финансы и страхование,software,high,10838.158818889286,0.0825565583391609,0.6190572527038278,0.0630354788767258,1.3964409411077794,6.261735235662955,10.872733200068666,164.49826645023222,218.66183403716545,0.5000752577459121,38.44553218315089,0.4775335817073252,0.16521824058983905,0.31721855806669025,0.16492654884414215,0.21018182616160452,0.23620850125064535,0.9023466257646842,0.213141944080453,2
Base,BaseThrottle,2027,K,Финансы и страхование,software,high,11784.584311434506,0.0867700979636934,0.6264362776018568,0.1113075575760628,2.4789947854092276,8.326254389801974,19.19898758987064,314.296993665077,524.6325733124405,1.3496268753836578,39.16961336364094,0.6406400667846631,0.21520834570569436,0.4978415007719187,0.16346927250799678,0.3659676832964524,0.32173843642326616,0.9008818726587511,0.28984832511129055,2
Base,BaseThrottle,2028,K,Финансы и страхование,software,high,12838.943268621451,0.0912765576782401,0.6360215715813388,0.1736624911757085,3.8944971800557897,10.755348715011763,29.954336304882403,532.3865680630424,1046.2637926604712,2.7598779762716603,40.10493736763563,0.8007554038172735,0.26588761718456383,0.7160496714236019,0.16052332727928495,0.5301134668686538,0.40391878857013663,0.8978931283432136,0.36267590466584104,2
Base,BaseThrottle,2029,K,Финансы и страхование,software,high,14017.226091317538,0.0961024392147397,0.6479096526320991,0.251112293211183,5.6799186560726245,13.359001136116833,43.313337440999234,837.7622325105349,1870.6670240348892,4.969607194453598,41.26668439816774,0.9613627420967032,0.316146159672042,0.8481119350461339,0.154766639137649,0.6981683496003133,0.47283054981640427,0.891947329687685,0.4217399463035017,2
Base,BaseThrottle,2030,K,Финансы и страхование,software,high,15333.430030561114,0.1012524238479494,0.661905040041814,0.3424506122214071,7.824976078260204,15.75457490349296,59.06791234449219,1245.6100041742377,3100.522453305634,7.982278671665727,42.636759183321104,1.0,0.36237104078436905,0.873519715473133,0.14423865087572804,0.7870810391275834,0.5018530822255466,0.8807220484158943,0.4419930745815136,2
Base,BaseThrottle,2025,M,Профессиональные и научные услуги,software,high,9432.527276195611,0.0742566123122362,0.4749635799985789,0.0284745455669859,0.6284062414821712,2.4223715096919953,2.4223715096919953,50.73596861832357,48.31359710863157,0.0,44.26254182020575,0.2291516746858223,0.06384797269196996,0.13153328013679316,0.7626127938667141,0.16608398776123628,0.17809664452567855,1.0,0.17809664452567855,1
Base,BaseThrottle,2026,M,Профессиональные и научные услуги,software,high,9869.399968449572,0.0751773163581782,0.4804400202703115,0.0671429784469527,1.4881092371628046,3.289580510161729,5.711952019853724,123.6880103542726,168.71202695274243,0.2773321796779874,44.95857361204515,0.37537775982066635,0.09156059513963802,0.2461270458500183,0.763153251498184,0.24415878585373277,0.2563462299624974,1.0,0.2563462299624974,1
Base,BaseThrottle,2027,M,Профессиональные и научные услуги,software,high,10344.954685472276,0.0761700801459268,0.4865359887400465,0.1185605483211762,2.642646741123622,4.374168362684092,10.086120382537816,227.7990483618396,392.1369069518979,0.6420976904135821,45.88408986978118,0.5070897454525795,0.12629888828195873,0.3810404191564965,0.7629633918102232,0.4703935050303942,0.3624551335142696,1.0,0.3624551335142696,1
Base,BaseThrottle,2028,M,Профессиональные и научные услуги,software,high,10866.219799115162,0.0772517735678775,0.4944514275054501,0.1849786359973214,4.15347014839349,5.650284494845749,15.736404877383563,371.9892989616501,758.4759214187022,1.1301396618154838,47.07961544795178,0.6460777896044577,0.15862531328539012,0.5416841636661907,0.7622496560435946,0.6935339292779549,0.46112453192841907,1.0,0.46112453192841907,1
Base,BaseThrottle,2029,M,Профессиональные и научные услуги,software,high,11439.471735532465,0.0784292933531051,0.5042686119069364,0.2674751995430401,6.0610349574694355,7.018104106719809,22.754508984103374,564.3722430854332,1315.8300603974158,1.8019358752049912,48.564553591774725,0.7918137807338208,0.188963108376573,0.731232471504132,0.7600624980201325,0.933720291157123,0.5588114115239314,1.0,0.5588114115239314,1
Base,BaseThrottle,2030,M,Профессиональные и научные услуги,software,high,12067.933756225746,0.0796891198654806,0.5158260060713992,0.3647652795736482,8.355614789593746,8.276610332108126,31.0311193162115,809.1231683290307,2116.676618394338,2.655172930982003,50.315775032325675,0.8091174316801871,0.21545297177510164,0.750329703105749,0.7558624927653179,1.0,0.5905109505768843,1.0,0.5905109505768843,1
