scenario,throttle_scenario,year,sector_id,sector_name_ru,class_id,ai_intensity,managed_obsolescence_pressure_score,managed_obsolescence_pressure_rank,fit_quality,throttle_rho,sanction_wedge,import_dependency_score,market_concentration_score,managed_adoption_factor,adaptation,adaptation_managed,diffusion_speed_managed,va_cf_growth_rate_annual,employment_cf_growth_rate_annual,va_cf_bn_rub,va_ai_bn_rub,incremental_va_vs_cf_bn_rub,va_share_cf,va_share_ai,delta_va_share_pp,labour_share_cf,labour_share_ai,margin_cf_t,margin_ai,profit_pool_cf_bn_rub,profit_pool_ai_bn_rub,incremental_profit_pool_vs_cf_bn_rub,labour_income_cf_bn_rub,labour_income_ai_bn_rub,incremental_labour_income_vs_cf_bn_rub,employment_cf_thousand,employment_ai_thousand,employment_delta_vs_cf_thousand,labour_productivity_cf_mrub_per_person,labour_productivity_ai_mrub_per_person,lp_gain_vs_cf_pct,delta_k_need_managed_bn_rub,cumulative_delta_k_need_managed_bn_rub,cumulative_incremental_profit_pool_vs_cf_bn_rub,cumulative_net_value_after_capex_bn_rub
Base,SanctionRelief,2028,H,Транспорт и логистика,hardware,medium,0.2237495035799575,6,partial_old_nace,0.3,0.0717385510433462,0.0926026119402984,0.6952321384584078,0.8611365978826666,0.0247164061063087,0.021284201866273042,0.006422198846025477,0.02362049635730202,0.01591344470558198,13705.692561204201,13717.366118833821,11.673557629619609,0.11796716440958785,0.11717815928025706,-0.07890051293307915,0.5320878534842621,0.5087906445782947,0.464816065367622,0.465617187994485,6370.626089437223,6387.041438942226,16.415349505003178,7292.632535406363,6979.26754951792,-313.3649858884428,6302.832132610661,6296.128162887508,-6.703969723153023,2174.529207321161,2178.6986801969438,0.19174140599009792,10.640014965713728,35.26272415725174,37.622362433946364,2.359638276694625
Base,SanctionRelief,2029,H,Транспорт и логистика,hardware,medium,0.2237495035799575,6,partial_old_nace,0.3,0.0717385510433462,0.0926026119402984,0.6952321384584078,0.8611365978826666,0.0332086498821017,0.028597183779749673,0.007312981913476549,0.02362049635730202,0.01591344470558198,14029.427822420428,14045.48508955243,16.05726713200238,0.11644010643206737,0.11528977446447378,-0.1150331967593593,0.5320879164327545,0.5074862228604263,0.4648160024191295,0.4658904000061138,6521.102556645176,6543.656666651489,22.55411000631284,7464.889018775402,7127.8901763394,-336.99884243600263,6403.131903241526,6393.9828687256795,-9.149034515846324,2191.0258970798586,2196.6723054970735,0.25770614691229543,12.115824948574938,47.37854910582668,60.176472440259204,12.797923334432525
Base,SanctionRelief,2030,H,Транспорт и логистика,hardware,medium,0.2237495035799575,6,partial_old_nace,0.3,0.0717385510433462,0.0926026119402984,0.6952321384584078,0.8611365978826666,0.0428584819509576,0.0369070073376633,0.008309823557913624,0.02362049635730202,0.01591344470558198,14360.809871194944,14382.026108509881,21.216237314936734,0.11488411988456672,0.11330096982063786,-0.15831500639288537,0.5320879137918271,0.506003993798623,0.4648160050600571,0.46620090469762676,6675.134273755867,6704.913583172195,29.779309416328033,7641.213364725195,7277.362649822068,-363.8507149031266,6505.027788726307,6493.034802344035,-11.992986382272647,2207.6477361224015,2214.9929187685643,0.33271533886398696,13.767348090344509,61.14589719617119,89.95578185658724,28.809884660416046
Base,SanctionRelief,2031,H,Транспорт и логистика,hardware,medium,0.2237495035799575,6,partial_old_nace,0.3,0.0717385510433462,0.0926026119402984,0.6952321384584078,0.8611365978826666,0.0537974344125754,0.04632693964486107,0.009419932307197688,0.02362049635730202,0.01591344470558198,14700.019328445413,14727.28485954372,27.2655310983082,0.11330054284177826,0.11123031932631132,-0.2070223515466943,0.532087913902624,0.5043237538598759,0.4648160049492602,0.4665528563650561,6832.804256924903,6871.0568177219675,38.25256079706469,7821.702618800771,7427.319584528805,-394.3830342719666,6608.545188750477,6593.255220318097,-15.289968432380192,2224.3956738721863,2233.689485303011,0.4178128711537443,15.606527161117487,76.75242435728867,128.20834265365193,51.45591829636325
Base,SanctionRelief,2032,H,Транспорт и логистика,hardware,medium,0.2237495035799575,6,partial_old_nace,0.3,0.0717385510433462,0.0926026119402984,0.6952321384584078,0.8611365978826666,0.0661639378099925,0.05697618830821727,0.0106492486633562,0.02362049635730202,0.01591344470558198,15047.241081445229,15081.573566922998,34.332485477769296,0.11169075316018139,0.10911219565031391,-0.2578557509867477,0.5320879138979756,0.502424239899659,0.4648160049539085,0.46695069945965445,6994.198485055701,7042.351326026929,48.152840971228215,8006.45511694611,7577.348135852077,-429.1069810940335,6713.709907195998,6694.611044626538,-19.098862569459925,2241.2706669552476,2252.79309976168,0.5141026907778734,17.64320412187799,94.39562847916666,176.36118362488014,81.96555514571348
Base,SanctionRelief,2033,H,Транспорт и логистика,hardware,medium,0.2237495035799575,6,partial_old_nace,0.3,0.0717385510433462,0.0926026119402984,0.6952321384584078,0.8611365978826666,0.0801010587924628,0.06897795325534088,0.012001764947123517,0.02362049635730202,0.01591344470558198,15402.664384596952,15445.220837296616,42.55645269966408,0.11005616626799762,0.10699018625687365,-0.30659800111239727,0.5320879138981707,0.5002834766603941,0.4648160049537135,0.4673990209434031,7159.404924891203,7219.081097607087,59.676172715883695,8195.571560873843,7726.988778270314,-468.58278260352927,6820.54815857348,6797.065304228487,-23.48285434499303,2258.273679254898,2272.3366844346883,0.6227325460583799,19.883993273020796,114.27962175218745,236.03735634076384,121.75773458857638
Base,SanctionRelief,2034,H,Транспорт и логистика,hardware,medium,0.2237495035799575,6,partial_old_nace,0.3,0.0717385510433462,0.0926026119402984,0.6952321384584078,0.8611365978826666,0.0957532853744189,0.08245665840341519,0.013478705148074229,0.02362049635730202,0.01591344470558198,15766.482962586071,15818.570875265175,52.08791267910419,0.10839823281261832,0.10490346962275698,-0.3494763189861333,0.5320879138981625,0.4978792705606235,0.4648160049537217,0.4679024492233154,7328.513622840176,7401.54805574918,73.03443290900395,8389.155029073343,7875.738528688549,-513.4165003847938,6929.086574556698,6900.577916918424,-28.50865763827369,2275.405681966784,2292.3545050454613,0.7448703856635985,22.330922466330563,136.61054421851802,309.0717892497678,172.46124503124977
Base,SanctionRelief,2035,H,Транспорт и логистика,hardware,medium,0.2237495035799575,6,partial_old_nace,0.3,0.0717385510433462,0.0926026119402984,0.6952321384584078,0.8611365978826666,0.1132622080047104,0.09753423246985525,0.015077574066440053,0.02362049635730202,0.01591344470558198,16138.895115971301,16201.981888272896,63.086772301594465,0.10671843616885009,0.10287424121526957,-0.38441949535805153,0.5320879138981627,0.4951898730894237,0.4648160049537214,0.4684655142902564,7501.616752172907,7590.069777811182,88.453025638275,8587.311034878416,8023.057355050996,-564.2536798274195,7039.352210621096,7005.106890019609,-34.24532060148704,2292.66765365436,2312.8814652858987,0.8816721254526039,24.979857765204795,161.5904019837228,397.5248148880428,235.93441290431997
Base,SanctionRelief,2025,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.03,0.02205434935655623,0.02205434935655623,0.06200948067135677,0.03864215072640631,7054.173355162063,7075.987543176054,21.814188013991043,0.0675474127436124,0.06767885659481894,0.013144385120654467,0.5850876792144676,0.5656061907996527,0.4105040101883246,0.4128664742121063,2895.7664508576554,2921.4380285198818,25.671577662226355,4127.309917148305,4002.222360441601,-125.08755670670462,1963.6568501633437,1960.1953307884096,-3.4615193749341415,3592.365618552586,3609.8379748359175,0.48637466612797553,4.0750332646761125,4.0750332646761125,25.671577662226355,21.596544397550243
Base,SanctionRelief,2026,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.07074,0.05200415578275959,0.029949806426203287,0.06200948067135677,0.03864215072640631,7491.598981481384,7546.3412166019525,54.742235120568694,0.06926011591190347,0.06957773079947571,0.031761488757224565,0.5843335022444984,0.5635622460281472,0.4112581871582937,0.4167297630158295,3080.9814160409533,3144.784986831118,63.80357079016494,4377.592270260334,4252.833005322977,-124.75926493735642,2039.5367741422958,2031.0692491648924,-8.4675249774034,3673.186517870898,3715.452449346449,1.1506611839588787,5.533895173430161,9.608928438106274,89.4751484523913,79.86622001428502
Base,SanctionRelief,2027,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.12491214096,0.09182853318690791,0.03982437740414831,0.06200948067135677,0.03864215072640631,7956.14914372111,8059.09366376003,102.94452003892002,0.07098685679985893,0.07156072668154054,0.057386988168160735,0.584365142823848,0.5608444044896973,0.4112265465789442,0.420833674560332,3271.779736439456,3391.538000146022,119.75826370656614,4649.296230698422,4519.897586578187,-129.39864412023508,2118.348861580751,2102.8438937506758,-15.504967830075202,3755.825722579087,3832.4735790946725,2.0407724473155753,7.35844254769078,16.967370985797054,209.23341215895744,192.26604117316037
Base,SanctionRelief,2028,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.1948884159315156,0.1432712403499828,0.05144270716307489,0.06200948067135677,0.03864215072640631,8449.505820267115,8620.696919171129,171.19109890401342,0.07272629513817455,0.07364076951438357,0.09144743762090207,0.584363815381747,0.5573336621883361,0.4112278740210452,0.4261720476707892,3474.6723149968934,3673.900058392424,199.22774339553052,4937.585459221569,4804.6045845773515,-132.9808746442177,2200.2064175810656,2175.1322839717795,-25.074133609286037,3840.324140839752,3963.29776478228,3.202167823147284,9.505188274901625,26.47255926069868,408.46115555448796,381.98859629378927
Base,SanctionRelief,2029,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.2818045319604582,0.20716718660389202,0.06389594625390922,0.06200948067135677,0.03864215072640631,8973.455288111483,9237.527035118865,264.0717470073814,0.07447702800404248,0.07582453732982958,0.13475093257871024,0.584363871072969,0.5529730401727024,0.4112278183298232,0.43279262261353696,3690.1344410103,3997.933551992544,307.79911098224375,5243.763069061031,5108.103408287208,-135.6596607738229,2285.2271255984397,2247.6653223492535,-37.56180324918614,3926.7236011657164,4109.832074760947,4.6631362986911284,11.806202135146327,38.27876139584501,716.2602665367317,677.9815051408867
Base,SanctionRelief,2030,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.3843066910924466,0.28252113418049846,0.07535394757660635,0.06200948067135677,0.03864215072640631,9529.894590354917,9914.383837543255,384.4892471883377,0.07623759122399122,0.07810508029206283,0.1867489068071604,0.5843638687365114,0.5478304591165942,0.4112278206662808,0.4405867865382255,3918.957783571031,4368.146515489703,449.18873191867215,5568.926071470951,5431.401449579463,-137.5246218914881,2373.5332166298867,2320.4890548446024,-53.04416178528436,4015.0668731260257,4272.540659842585,6.412689871740462,13.923323605465901,52.20208500131091,1165.4489984554039,1113.246913454093
Base,SanctionRelief,2031,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.4974235136692818,0.3656783982876021,0.08315726410710361,0.06200948067135677,0.03864215072640631,10120.838404755597,10652.466722875643,531.6283181200452,0.0780064610564015,0.08045456351925773,0.2448102462856233,0.5843638688345346,0.5421553354524993,0.4112278205682576,0.4491676059787878,4161.970319511165,4784.742975682755,622.7726561715899,5914.25228605212,5775.29166953723,-138.96061651489072,2465.251644941031,2394.177187651879,-71.07445728915172,4105.397688517794,4449.322622325705,8.377384114815944,15.365160493168979,67.56724549447989,1788.2216546269938,1720.6544091325138
Base,SanctionRelief,2032,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.6124981529464785,0.4502749415109016,0.08459654322329938,0.06200948067135677,0.03864215072640631,10748.426338193214,11447.803167877824,699.3768296846101,0.07978205615911002,0.08282258701169562,0.3040530852585599,0.5843638688304222,0.5363819872128452,0.41122782057237,0.4578695979593553,4420.051937637855,5241.601033994053,821.5490963561979,6280.991998825395,6140.395412407813,-140.59658641758233,2560.514270583363,2469.920910142842,-90.59336044052134,4197.760763014375,4634.886534571574,10.413308338308047,15.63109943250602,83.19834492698591,2609.7707509831916,2526.5724060562056
Base,SanctionRelief,2033,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.7190608745915364,0.528613991229087,0.07833904971818544,0.06200948067135677,0.03864215072640631,11414.930673458908,12291.74827695623,876.8176034973221,0.08156273984598239,0.08514584876627343,0.35831089202910393,0.5843638688305948,0.5310356858445634,0.4112278205721975,0.46589620298710954,4694.137062829233,5726.678850307254,1032.5417874780205,6670.473050775474,6527.356976482182,-143.1160742932916,2659.4580489643595,2549.336786829416,-110.12126213494366,4292.201818300569,4821.547447343492,12.332729248330399,14.474887849267745,97.67323277625366,3642.312538461212,3544.6393056849583
Base,SanctionRelief,2034,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.8082939816430668,0.5942132617986015,0.06559927056951435,0.06200948067135677,0.03864215072640631,12122.764596419634,13174.391577648774,1051.6269812291393,0.08334682263467348,0.08736815718449127,0.402133454981779,0.5843638688305874,0.526558819310367,0.4112278205722047,0.4725864566872391,4985.218064295529,6226.03903469124,1240.820970395711,7084.1056204862525,6937.092074259181,-147.01354622707186,2762.2252277429952,2633.9892863887976,-128.23594135419762,4388.767604705828,5001.687609637502,13.965651867154572,12.120929318179696,109.79416209443335,4883.133508856923,4773.33934676249
Base,SanctionRelief,2035,J,ИТ и связь,software,high,0.649006369712066,1,weak_proxy,0.3,0.0701531105345059,0.3581203358208955,0.3855466365359694,0.7351449785518743,0.8760270905468406,0.644006916690918,0.049793654892316484,0.06200948067135677,0.03864215072640631,12874.490933344725,14089.20462837502,1214.7136950302956,0.0851325650860021,0.08945919366320497,0.4326628577202868,0.5843638688305878,0.5231606176952055,0.4112278205722044,0.4776396763140645,5294.348847495957,6729.563138219664,1435.2142907237076,7523.3873310336485,7370.916996214824,-152.47033481882409,2868.963551333722,2724.896046387701,-144.06750494602102,4487.505924346665,5170.54756898069,15.220963629891337,9.20048906342693,118.99465115786028,6318.347799580631,6199.353148422771
Base,SanctionRelief,2025,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.03,0.02368124168720151,0.02368124168720151,0.08,-0.015413094242901493,9947.16039249165,9980.19367638639,33.033283894739725,0.09524928220921368,0.09545637163593687,0.02070894267231921,0.36913822267931085,0.3407673870262387,0.6081151318944017,0.6118730198763408,6049.018754054829,6106.6112437213005,57.59248966647192,3671.877107990404,3400.9245211179814,-270.95258687242267,1256.6282678177847,1254.249840076352,-2.378427741432688,7915.754123345905,7957.101812968021,0.5223468159548883,4.084680997106747,4.084680997106747,57.59248966647192,53.507808669365176
Base,SanctionRelief,2026,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.07074,0.055840367898421166,0.03215912621121957,0.08,-0.015413094242901493,10742.933223890983,10827.246869929493,84.31364603851034,0.09931882394663348,0.0998278829955479,0.05090590489144203,0.3680209950367499,0.33840327770817125,0.6092323595369626,0.617935801769445,6544.942556339132,6690.543475525595,145.6009191864623,3953.624974669719,3663.975829339678,-289.64914533004094,1237.2597378976152,1231.7449418823082,-5.514796015306956,8682.843945237935,8790.169540606097,1.2360650041052912,5.546996794070961,9.631677791177708,203.19340885293423,193.56173106175652
Base,SanctionRelief,2027,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.12491214096,0.09860248665798478,0.042762118759563615,0.08,-0.015413094242901493,11602.367881802262,11763.641585355117,161.2737035528553,0.10351938010296935,0.10445526201719894,0.09358819142295943,0.3680678669663945,0.33525971209149963,0.609185487607318,0.6244672063631522,7067.994135475196,7346.008397464113,278.0142619889166,4270.458798014363,3943.8750910537487,-326.58370696061456,1218.1897369544517,1208.6182146389417,-9.571522315510038,9524.269930896713,9733.13279815938,2.19295409283935,7.375863825063334,17.007541616241042,481.2076708418508,464.20012922560977
Base,SanctionRelief,2028,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.1948884159315156,0.15383998932366916,0.05523750266568436,0.08,-0.015413094242901493,12530.557312346444,12803.36266547582,272.8053531293772,0.10785258081693465,0.10937044741250719,0.15178665955725423,0.3680659005114797,0.33119904533391953,0.6091874540622328,0.6329586226358344,7633.458307089225,8103.998797846641,470.5404907574157,4612.070861079501,4240.461491869539,-371.6093692099621,1199.4136637330373,1184.742705298946,-14.67095843409129,10447.235754632411,10806.871912534925,3.4424049226901676,9.527692020815547,26.53523363705659,951.7481615992665,925.21292796221
Base,SanctionRelief,2029,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.2818045319604582,0.22244937433014378,0.06860938500647464,0.08,-0.015413094242901493,13533.001897334161,13961.090351621046,428.08845428688437,0.11231991790518346,0.11459703581998686,0.2277117914803395,0.3680659830117088,0.32615537327220473,0.6091873715620038,0.6434897431684571,8244.133855180607,8983.818444716251,739.6845895356437,4981.037646441619,4553.484634919938,-427.5530115216807,1180.9269878976963,1160.0971633122153,-20.829824585480992,11459.643175253204,12034.414696576338,5.01561447012886,11.834153582858233,38.36938721991482,1691.4327511349102,1653.0633639149953
Base,SanctionRelief,2030,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.3843066910924466,0.30336198779229734,0.08091261346215349,0.08,-0.015413094242901493,14615.642049120894,15249.74843302031,634.106383899416,0.1169227354460757,0.12013684817048158,0.32141127244058737,0.3680659795505118,0.3202072557089752,0.6091873750232008,0.6558876438534262,8903.664614182671,10002.12156909117,1098.456954908499,5379.520607569331,4883.080095989678,-496.4405115796535,1162.7252489392433,1134.8467765828752,-27.878472356368093,12570.159685148985,13437.715775991066,6.901710977204645,13.956287385628158,52.32567460554298,2789.889706043409,2737.564031437866
Base,SanctionRelief,2031,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.4974235136692818,0.3926535482699749,0.08929156047767749,0.08,-0.015413094242901493,15784.89341305057,16676.905636556534,892.0122235059644,0.12166222046643894,0.12595516125478237,0.42929407883434273,0.3680659796957221,0.31364317779331286,0.6091873748779905,0.6695368499160723,9615.95778102516,11165.802866247652,1549.8450852224923,5809.882258467008,5230.5976796088025,-579.2845788582054,1144.8040550987416,1109.402084501225,-35.40197059751654,13788.29271502632,15032.336669940807,9.022465512055323,15.401537854423136,67.72721245996611,4339.734791265902,4272.007578805936
Base,SanctionRelief,2032,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.6124981529464785,0.4834905597630024,0.09083701149302749,0.08,-0.015413094242901493,17047.684886094616,18241.570612309984,1193.8857262153688,0.12653939378383844,0.13197414797516174,0.5434754191323304,0.36806597968962995,0.306965489354715,0.6091873748840826,0.6833788008420792,10385.23440361103,12465.902650516511,2080.6682469054813,6274.672839040512,5599.532649606323,-675.1401894341898,1127.1590823078488,1084.393815928834,-42.76526637901475,15124.471029581398,16821.905791380068,11.223101677266722,15.668106410149289,83.3953188701154,6420.403038171383,6337.007719301268
Base,SanctionRelief,2033,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.7190608745915364,0.5676084786337557,0.08411791887075319,0.08,-0.015413094242901493,18411.499676982185,19934.275535690118,1522.7758587079334,0.13155510105897558,0.13808619992724075,0.6531098868265167,0.3680659796898855,0.30078174062619967,0.609187374883827,0.6961464376255301,11216.053155895206,13877.174900816432,2661.1217449212254,6776.646666168459,5995.866093747142,-780.7805724213167,1109.7860731454957,1060.5191915551447,-49.26688159035098,16590.134010961217,18796.713623313604,13.300553273978878,14.509157470118135,97.90447634023354,9081.52478309261,8983.620306752375
Base,SanctionRelief,2034,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.8082939816430668,0.6380468377866628,0.07043835915290715,0.08,-0.015413094242901493,19884.41965114076,21742.373454319903,1857.9538031791417,0.13671000411461562,0.1441881463993915,0.747814228477589,0.36806597968987487,0.29560361544552616,0.6091873748838377,0.7067883876077329,12113.337408367035,15367.257076543938,3253.9196681769026,7318.778399461724,6427.124201463796,-891.6541979979274,1092.6808358106446,1038.3058681862028,-54.37496762444175,18197.829594392755,20940.239403925596,15.06998290816972,12.149625889539271,110.05410222977281,12335.444451269512,12225.390349039739
Base,SanctionRelief,2035,K,Финансы и страхование,software,high,0.3630294755174116,3,exact_old_nace,0.3,0.1017164344380594,0.3540951492537313,0.7406779406882222,0.7893747229067171,0.8760270905468406,0.6915136418591898,0.05346680407252685,0.08,-0.015413094242901493,21475.17322323202,23658.192100154047,2183.018876922026,0.14200457257885563,0.1502173362253939,0.8212763646538279,0.3680659796898753,0.29167311780436045,0.6091873748838372,0.7148263653778023,13082.404401036389,16911.499470362953,3829.095069326564,7904.280671418671,6900.458651466421,-1003.8220199522502,1075.8392431108828,1017.9389613157548,-57.90028179512797,19961.32169443335,23241.267894466124,16.431508144811158,9.222271427140216,119.27637365691302,16164.539520596074,16045.263146939162
Base,SanctionRelief,2025,M,Профессиональные и научные услуги,software,high,0.169486417651465,8,weak_proxy,0.3,0.03956833787019,0.137852145522388,0.2880108384830407,0.9095857368343705,0.03,0.027287572105031115,0.027287572105031115,0.04066654128903991,0.0013893887328919607,9394.999956146892,9430.95994408809,35.95998794119805,0.08996205619184064,0.09020318107017601,0.0241124878335372,0.5241312343104243,0.5024481257875206,0.4714604550923677,0.4748175507568549,4429.370954917788,4477.9853019379125,48.614347020124114,4924.212923361652,4738.568148284241,-185.6447750774114,2981.8371828299323,2975.334914885813,-6.502267944119467,3150.7421029710636,3169.713734378044,0.6021321576618721,2.321393929901101,2.321393929901101,48.614347020124114,46.292953090223016
Base,SanctionRelief,2026,M,Профессиональные и научные услуги,software,high,0.169486417651465,8,weak_proxy,0.3,0.03956833787019,0.137852145522388,0.2880108384830407,0.9095857368343705,0.07074,0.06434409502366337,0.037056522918632165,0.04066654128903991,0.0013893887328919607,9777.062109774066,9865.533464035969,88.47135426190289,0.09038930896791408,0.09096082616086673,0.05715171929526475,0.5232650683080053,0.5010393482809168,0.4723266210947868,0.4801018097979113,4617.966710543452,4736.460470705526,118.49376016207407,5115.995072722538,4943.020457264157,-172.97461545838087,2985.980113815074,2970.6491907872237,-15.330923027850531,3274.3225798922963,3321.002525182584,1.4256367279433801,3.152452956805695,5.473846886706796,167.10810718219818,161.63426029549137
Base,SanctionRelief,2027,M,Профессиональные и научные услуги,software,high,0.169486417651465,8,weak_proxy,0.3,0.03956833787019,0.137852145522388,0.2880108384830407,0.9095857368343705,0.12491214096,0.11361830177466035,0.04927420675099698,0.04066654128903991,0.0013893887328919607,10174.661409746703,10337.799336882981,163.13792713627845,0.09078100717238866,0.09179449497676441,0.10134878043757539,0.523301407251278,0.4991660911952758,0.472290282151514,0.48594215044234285,4805.393708005391,5023.572440606342,218.17873260095075,5324.414634025722,5160.278886552992,-164.13574747273015,2990.1288009418486,2963.073278798302,-27.05552214354657,3402.750211476451,3488.8773797303984,2.5311046330543485,4.19182930647636,9.665676193183156,385.28683978314893,375.62116358996576
Base,SanctionRelief,2028,M,Профессиональные и научные услуги,software,high,0.169486417651465,8,weak_proxy,0.3,0.03956833787019,0.137852145522388,0.2880108384830407,0.9095857368343705,0.1948884159315156,0.1772677234055509,0.06364942163089053,0.04066654128903991,0.0013893887328919607,10588.429698068167,10854.495742525683,266.0660444575169,0.09113636698426157,0.09272259849346923,0.15862315092076557,0.5232998826950216,0.49674633169169724,0.4722918067077705,0.4935276943504486,5000.828592298827,5356.994257145461,356.1656648466342,5540.924018923554,5391.930942462779,-148.99307646077523,2994.283252207773,2952.1197459623113,-42.163506245461576,3536.2151160084827,3676.8480537998676,3.9769339018641103,5.4147499985322245,15.08042619171538,741.4525046297831,726.3720784380678
Base,SanctionRelief,2029,M,Профессиональные и научные услуги,software,high,0.169486417651465,8,weak_proxy,0.3,0.03956833787019,0.137852145522388,0.2880108384830407,0.9095857368343705,0.2818045319604582,0.2563253828465183,0.07905765944096739,0.04066654128903991,0.0013893887328919607,11019.024511570753,11421.628943411937,402.6044318411841,0.09145464826829254,0.09375233511033038,0.22976868420378355,0.5232999466559287,0.4937407973465098,0.4722917427468633,0.5029356426063337,5204.194289940156,5744.344292265983,540.1500023258277,5766.254939105346,5639.324181516184,-126.93075758916257,2998.4434756214773,2937.5834334281344,-60.860042193342906,3674.914868717636,3888.1036750956196,5.8011903402914955,6.725551472005572,21.805977663720952,1281.6025069556108,1259.7965292918898
Base,SanctionRelief,2030,M,Профессиональные и научные услуги,software,high,0.169486417651465,8,weak_proxy,0.3,0.03956833787019,0.137852145522388,0.2880108384830407,0.9095857368343705,0.3843066910924466,0.34955988478770184,0.09323450194118348,0.04066654128903991,0.0013893887328919607,11467.130126835487,12042.271402769813,575.1412759343257,0.09173515728146579,0.09486848504396982,0.31333277625040235,0.5232999439725265,0.4901963021044022,0.4722917454302655,0.5140112620241135,5415.830902679114,6189.863121374603,774.0322186954891,6000.748552898682,5903.076910575354,-97.67164232332743,3002.6094792027197,2919.8053298734812,-82.8041493292385,3819.0547942586077,4124.340509814611,7.993750600671046,7.931596333691818,29.73757399741277,2055.6347256511,2025.8971516536872
Base,SanctionRelief,2031,M,Профессиональные и научные услуги,software,high,0.169486417651465,8,weak_proxy,0.3,0.03956833787019,0.137852145522388,0.2880108384830407,0.9095857368343705,0.4974235136692818,0.4524493331996152,0.1028894484119133,0.04066654128903991,0.0013893887328919607,11933.458647605237,12713.812648043046,780.3540004378083,0.09197724931811863,0.09602322859806062,0.40459792799419914,0.5232999440851055,0.486284754847045,0.4722917453176866,0.5262047310102173,5636.074012353917,6690.068364577789,1053.9943522238718,6244.778243033739,6182.533266724872,-62.24497630886708,3006.7812709823984,2899.8940874564296,-106.8871835259688,3968.8482706646123,4384.233445985833,10.466138965087257,8.752956843318835,38.49053084073161,3109.6290778749717,3071.13854703424
Base,SanctionRelief,2032,M,Профессиональные и научные услуги,software,high,0.169486417651465,8,weak_proxy,0.3,0.03956833787019,0.137852145522388,0.2880108384830407,0.9095857368343705,0.6124981529464785,0.5571195837575136,0.10467025055789826,0.04066654128903991,0.0013893887328919607,12418.751136419125,13426.149499823154,1007.3983634040287,0.09218033127985804,0.09713553062314535,0.49551993432873087,0.5232999440803824,0.48230550685013146,0.4722917453224097,0.538570387906424,5865.273648944048,7230.9265442093965,1365.652895265349,6498.731775236313,6475.505839557845,-23.225935678467977,3010.958859002572,2879.7083427452176,-131.25051625735432,4124.5170452222765,4662.329618778006,13.039407224143162,8.904452303454768,47.39498314418638,4475.281973140321,4427.886989996135
