scenario,throttle_scenario,year,sector_id,sector_name_ru,class_id,ai_intensity,managed_obsolescence_pressure_score,managed_obsolescence_pressure_rank,fit_quality,throttle_rho,sanction_wedge,import_dependency_score,market_concentration_score,managed_adoption_factor,adaptation,adaptation_managed,diffusion_speed_managed,va_cf_growth_rate_annual,employment_cf_growth_rate_annual,va_cf_bn_rub,va_ai_bn_rub,incremental_va_vs_cf_bn_rub,va_share_cf,va_share_ai,delta_va_share_pp,labour_share_cf,labour_share_ai,margin_cf_t,margin_ai,profit_pool_cf_bn_rub,profit_pool_ai_bn_rub,incremental_profit_pool_vs_cf_bn_rub,labour_income_cf_bn_rub,labour_income_ai_bn_rub,incremental_labour_income_vs_cf_bn_rub,employment_cf_thousand,employment_ai_thousand,employment_delta_vs_cf_thousand,labour_productivity_cf_mrub_per_person,labour_productivity_ai_mrub_per_person,lp_gain_vs_cf_pct,delta_k_need_managed_bn_rub,cumulative_delta_k_need_managed_bn_rub,cumulative_incremental_profit_pool_vs_cf_bn_rub,cumulative_net_value_after_capex_bn_rub
Base,BaseThrottle,2035,B,Добыча полезных ископаемых,hardware,low,0.232634033576202,5,exact_old_nace,0.3,0.0,0.1808589085820895,0.73,0.9302097899271394,0.1132622080047104,0.10535761471474563,0.016286971241773994,0.012418660446981845,0.01210671186349388,25720.23563491788,25828.857263524405,108.62162860652461,0.17007504572828208,0.16336255641265202,-0.6712489315630066,0.13876780645123565,0.09263034772793739,0.8540600140555354,0.8613035505683069,21966.624807869648,22246.486468195573,279.8616603259252,3569.1406804664584,2392.5360297355273,-1176.604650730931,1408.7687407722071,1401.3670278488476,-7.401712923359582,18257.24470633804,18431.18665577047,0.9527283674521048,95.05378644797936,614.8865900909587,1295.9881452643094,681.1015551733507
Base,BaseThrottle,2025,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.01,0.008722355611772259,0.008722355611772259,0.04174122429048687,0.004591380398998313,27956.307647992504,27975.82204421266,19.514396220154595,0.2676963205198937,0.26754968640247784,-0.014663411741588916,0.4401802957999449,0.41537085783301025,0.5554548652643114,0.5562134207689363,15528.467097903314,15560.52767803454,32.060580131224924,12305.815769967601,11620.341201088251,-685.47456887935,10619.736400473892,10614.180107476317,-5.5562929975749284,2632.4860235462143,2635.702594165263,0.12218756682003118,10.98368413564781,10.98368413564781,32.060580131224924,21.076895995577114
Base,BaseThrottle,2026,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.022375,0.019516270681340427,0.01079391506956817,0.04174122429048687,0.004591380398998313,29123.238155861214,29168.743830577227,45.505674716012436,0.2692454381756112,0.2688723080191964,-0.03731301564147693,0.43915981547126925,0.4147700231436581,0.5564753455929871,0.5581407892591291,16206.364017569736,16280.265703295727,73.90168572599032,12789.75589445384,12098.32055367995,-691.435340773889,10668.495650025556,10656.010406481848,-12.485243543707838,2729.835499889945,2737.304367949419,0.2736013968524853,13.592309117864167,24.575993253511975,105.96226585721524,81.38627260370328
Base,BaseThrottle,2027,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.03761983984375,0.032813362117510646,0.013297091436170213,0.04174122429048687,0.004591380398998313,30338.87777179028,30418.624042331357,79.74627054107623,0.27069145298189157,0.26998505384235194,-0.07063991395396263,0.4392026284847923,0.4140298511346283,0.556432532579464,0.5592163345716373,16881.538594176072,17010.591439665222,129.05284548915006,13324.91486264913,12594.218383966678,-730.6964786824519,10717.478771839882,10696.398938939066,-21.079832900815745,2830.7849651641504,2843.8191410004065,0.46044386969181783,16.74445055422885,41.32044380774083,235.0151113463653,193.69466753862446
Base,BaseThrottle,2028,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.0562947883187826,0.049102316280586485,0.01628895416307584,0.04174122429048687,0.004591380398998313,31605.259673584245,31729.655154405318,124.39548082107285,0.2720317012417976,0.27085873829363516,-0.1172962948162437,0.43920083231677665,0.413123139468716,0.5564343287474797,0.5605878098699882,17586.251451360637,17787.25789093806,201.00643957742432,13881.056354226057,13108.254751647652,-772.8016025784054,10766.686793799588,10735.013318325091,-31.673475474497536,2935.4675471553005,2955.716421910865,0.6898006682168001,20.51197352992564,61.83241733766647,436.0215509237896,374.18913358612315
Base,BaseThrottle,2029,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.0790132617173263,0.06891817667445513,0.019815860393868644,0.04174122429048687,0.004591380398998313,32924.501906378406,33106.53098088683,182.02907450842758,0.27326363945326543,0.27147358113728765,-0.17900583159777828,0.4392009076728256,0.41202010537522343,0.5564342533914307,0.5622535935938667,18320.320636560406,18614.266015430305,293.9453788698993,14460.471121957073,13640.556383353092,-819.9147386039804,10816.120748506793,10771.487454222566,-44.633294284227304,3044.02129672265,3073.5338198726336,0.9695242008247007,24.953253585372124,86.7856709230386,729.9669297936889,643.1812588706503
Base,BaseThrottle,2030,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.106415670647682,0.09281953220543175,0.023901355530976543,0.04174122429048687,0.004591380398998313,34298.810925105114,34554.446837534844,255.63591242973052,0.274384853052162,0.2718330816385725,-0.25517714135894765,0.43920090451135396,0.4106896554473712,0.5564342565529024,0.5642623324730824,19085.03335775943,19497.77276986454,412.7394121051111,15064.068781970074,14191.15386588169,-872.9149160883844,10865.781673304686,10805.436459393271,-60.34521391141425,3156.5893698537366,3197.876084634816,1.3079532984359155,30.09794042468812,116.88361134772671,1142.7063418988,1025.8227305510734
Base,BaseThrottle,2031,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.1391243578632767,0.12134921235429635,0.02852968014886451,0.04174122429048687,0.004591380398998313,35730.48528482693,36079.04373883029,348.55845400335966,0.27539306502389366,0.2719790317287999,-0.3414033295093766,0.43920090464398975,0.409101573514256,0.5564342564202666,0.5666591937452715,19881.66601099795,20444.52183614596,562.8558251480099,15692.861460464752,14759.993564445138,-932.8678960196139,10915.670610299292,10836.48275977227,-79.18785052702151,3273.3202164523036,3329.405355837847,1.7134021628452123,35.92618888677938,152.8098002345061,1705.56216704681,1552.7523668123038
Base,BaseThrottle,2032,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.1776753070127458,0.15497472111959823,0.033625508765301876,0.04174122429048687,0.004591380398998313,37221.919485108825,37686.26855927527,464.34907416644273,0.2762861443408295,0.271997518375702,-0.42886259651274683,0.4392009046384251,0.4072298363379769,0.5564342564258312,0.5694829398085092,20711.551091438687,21461.68700954907,750.1359181103835,16347.900710238418,15346.97297758271,-1000.9277326557076,10965.788606381342,10864.295999435559,-101.49260694578334,3394.3677761076115,3468.818279733285,2.1933540658062523,42.343144858718965,195.15294509322507,2455.6980851571934,2260.5451400639686
Base,BaseThrottle,2033,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.2224252520152864,0.19400721451153924,0.039032493391940995,0.04174122429048687,0.004591380398998313,38775.607974859195,39382.1223417737,606.5143669145036,0.2770621141814529,0.2720035852723457,-0.5058528909107185,0.4392009046386586,0.40505712366693614,0.5564342564255977,0.5727590046812439,21576.076590941255,22556.46519470928,980.388603768024,17030.28210047214,15952.009199658238,-1078.272900813903,11016.136713248241,10888.647567324004,-127.48914592423716,3519.8916811033055,3616.8056774981333,2.753323260346763,49.15192609955175,244.30487119277683,3436.0866889252175,3191.7818177324407
Base,BaseThrottle,2034,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.2734390643154393,0.23850327571095276,0.04449606119941344,0.04174122429048687,0.004591380398998313,40394.149324337784,41172.28014215451,778.1308178167237,0.2777191598860571,0.27210366702290556,-0.561549286315155,0.4392009046386488,0.40258028584341826,0.5564342564256075,0.5764912421692384,22476.68844323285,23735.45892209052,1258.7704788576702,17741.146925357818,16575.148308453856,-1165.998616903962,11066.715987426134,10909.476851334435,-157.23913609169904,3650.057466933562,3773.9921632555975,3.3954176734141583,56.03196008601037,300.3368312787872,4694.857167782888,4394.520336504101
Base,BaseThrottle,2035,C,Обрабатывающая промышленность,hybrid,low_medium,0.4258814627425804,2,exact_old_nace,0.3,0.0,0.234296875,0.63,0.8722355611772259,0.330372209277719,0.2881623893567111,0.0496591136457583,0.04174122429048687,0.004591380398998313,42080.25057130839,43061.594208258735,981.343636950347,0.27825563660298447,0.27235630447343695,-0.5899332129547519,0.43920090463864925,0.39981605081576127,0.5564342564256071,0.5806533557263216,23414.89293684921,25003.85917995057,1588.9662431013603,18481.684118339683,17216.716538176865,-1264.9675801628182,11117.527490292086,10926.960467869676,-190.56702242241045,3785.036790604134,3940.8575088085804,4.116755710043596,62.53356811147285,362.87039939026005,6283.823410884248,5920.953011493988
Base,BaseThrottle,2025,DE,Энергетика и ЖКХ,hybrid,low,0.3398005821493514,4,partial_old_nace,0.3,0.0,0.0832552472014925,0.7753645136070086,0.8980598253551946,0.01,0.008980598253551946,0.008980598253551946,-0.0007917878738464171,-0.012321588097601754,4864.939367092431,4868.435828233247,3.4964611408158817,0.046584348137853684,0.04655979284740446,-0.002455529044922272,0.45225377598504546,0.4284624563204735,0.5317369387842746,0.5324846035244991,2586.8679664288356,2592.367121781247,5.499155352411435,2200.187198705849,2085.9419734034154,-114.24522530243348,2163.5095612722034,2162.3440986856904,-1.1654625865130583,2248.633171850515,2251.462119832068,0.12580744680668055,15.303640331151149,15.303640331151149,5.499155352411435,-9.804484978739714
Base,BaseThrottle,2026,DE,Энергетика и ЖКХ,hybrid,low,0.3398005821493514,4,partial_old_nace,0.3,0.0,0.0832552472014925,0.7753645136070086,0.8980598253551946,0.022375,0.02009408859232248,0.011113490338770533,-0.0007917878738464171,-0.012321588097601754,4861.087367094569,4868.907980951499,7.820613856929413,0.0449409365524107,0.04488073034530842,-0.006020620710227992,0.451276870173263,0.4278362367552501,0.5327138445960571,0.5343553770856542,2589.568540242273,2601.727160156689,12.15861991441625,2193.696292661225,2083.0952676778925,-110.60102498333254,2136.8516876129843,2134.2769548049687,-2.5747328080155967,2274.882901454312,2281.2915493417877,0.28171330855661925,18.938254909799547,34.2418952409507,17.657775266827684,-16.584119974123013
Base,BaseThrottle,2027,DE,Энергетика и ЖКХ,hybrid,low,0.3398005821493514,4,partial_old_nace,0.3,0.0,0.0832552472014925,0.7753645136070086,0.8980598253551946,0.03761983984375,0.03378486679996852,0.013690778207646036,-0.0007917878738464171,-0.012321588097601754,4857.238417063596,4870.384266526802,13.145849463206105,0.04333755963171942,0.04322782505222097,-0.010973457949844945,0.4513178550708209,0.42706479295897926,0.5326728596984992,0.5354166939738086,2587.3190778546773,2607.6850423658334,20.365964511156108,2192.1584239567314,2079.969648414939,-112.18877554179244,2110.5222812925517,2106.2483916906563,-4.273889601895462,2301.439060898645,2312.3503788731264,0.4741084897647019,23.330154587475246,57.572049828425946,38.02373977798379,-19.548310050442154
