check_type,n,median_spearman,p10_spearman,min_spearman,median_kendall,min_top3_overlap,decision
aggregation,1,0.8060606060606059,0.8060606060606059,0.8060606060606059,0.6,1.0,pass
bootstrap_sector_weights,500,0.9757575757575757,0.9393939393939393,0.8545454545454544,0.9111111111111111,0.6666666666666666,pass
leave_one_block,5,0.9515151515151514,0.9103030303030303,0.8909090909090909,0.8666666666666667,0.6666666666666666,pass
leave_one_indicator,31,0.9999999999999999,0.9757575757575757,0.9515151515151514,1.0,0.6666666666666666,pass
leave_one_sector_weight_fit,10,0.9939393939393939,0.9757575757575757,0.9757575757575757,0.9777777777777779,1.0,pass
normalization,2,0.9636363636363636,0.9442424242424242,0.9393939393939393,0.8888888888888888,1.0,pass
risk_gate,1,0.9878787878787878,0.9878787878787878,0.9878787878787878,0.9555555555555556,1.0,pass
weights,1,0.9878787878787878,0.9878787878787878,0.9878787878787878,0.9555555555555556,1.0,pass
