scenario,year,sector_id,sector_name_ru,class_id,ai_intensity,rti_bucket,p,q,adaptation,diffusion_speed,delta_sL_potential,delta_sL_t,labour_share_t,pi0_proxy,gamma_margin,margin_t,capital_intensity_anchor,capital_intensity_norm,capital_barrier,delta_k_need_bn_rub,cumulative_delta_k_need_bn_rub
Base,2028,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.05629478831878265,0.018674948475032652,-0.1045210553316377,-0.005883990684750313,0.40997239012955466,0.5797353085884872,0.08696029628827308,0.5611541304579144,124.00654296875,0.13406834287121833,0.45,6.354061824183005,19.154032249945196
Base,2029,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.07901326171732635,0.0227184733985437,-0.1045210553316377,-0.008258549499889838,0.4075978313144151,0.5797353085884872,0.08696029628827308,0.5630637848277769,124.00654296875,0.13406834287121833,0.45,7.729851823601954,26.88388407354715
Base,2030,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.106415670647682,0.027402408930355646,-0.1045210553316377,-0.011122678199919704,0.4047337026143853,0.5797353085884872,0.08696029628827308,0.565366589196238,124.00654296875,0.13406834287121833,0.45,9.323538466936512,36.20742254048366
Base,2031,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.1391243578632767,0.032708687215594695,-0.1045210553316377,-0.01454142470620611,0.40131495610809886,0.5797353085884872,0.08696029628827308,0.5681143349655886,124.00654296875,0.13406834287121833,0.45,11.128974253054242,47.3363967935379
Base,2032,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.17767530701274584,0.03855094914946914,-0.1045210553316377,-0.018570810595344923,0.39728557021896005,0.5797353085884872,0.08696029628827308,0.5713514585873016,124.00654296875,0.13406834287121833,0.45,13.116775909939095,60.453172703476994
Base,2033,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.22242525201528646,0.044749945002540634,-0.1045210553316377,-0.023248122073043217,0.39260825874126176,0.5797353085884872,0.08696029628827308,0.5751071174713019,124.00654296875,0.13406834287121833,0.45,15.225954575193832,75.67912727867082
Base,2034,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.2734390643154393,0.05101381230015282,-0.1045210553316377,-0.02858013957114527,0.38727624124315974,0.5797353085884872,0.08696029628827308,0.5793857295938857,124.00654296875,0.13406834287121833,0.45,17.357205438922726,93.03633271759355
Base,2035,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.01,0.25,0.330372209277719,0.05693314496227969,-0.1045210553316377,-0.034530851965951855,0.38132552884835313,0.5797353085884872,0.08696029628827308,0.5841571487702366,124.00654296875,0.13406834287121833,0.45,19.371230042168342,112.4075627597619
Fast,2025,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.015,0.015,-0.1045210553316377,-0.0015678158299745656,0.4142885649843304,0.5797353085884872,0.08696029628827308,0.5567176218479619,124.00654296875,0.13406834287121833,0.3375,3.827758647775001,3.827758647775001
Fast,2026,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.0342075,0.0192075,-0.1045210553316377,-0.003575404000256997,0.41228097681404796,0.5797353085884872,0.08696029628827308,0.5593535908470803,124.00654296875,0.13406834287121833,0.3375,4.901444948475889,8.72920359625089
Fast,2027,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.058605591583125005,0.024398091583125,-0.1045210553316377,-0.00612551828060317,0.40973086253370183,0.5797353085884872,0.08696029628827308,0.5613646672402177,124.00654296875,0.13406834287121833,0.3375,6.22600040310088,14.95520399935177
Fast,2028,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.08927780057487321,0.030672208991748207,-0.1045210553316377,-0.00933140993377324,0.40652497088053174,0.5797353085884872,0.08696029628827308,0.5639475593529413,124.00654296875,0.13406834287121833,0.3375,7.827054214301757,22.782258213653527
Fast,2029,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.12733081603606602,0.038053015461192816,-0.1045210553316377,-0.013308751268328239,0.4025476295459767,0.5797353085884872,0.08696029628827308,0.5671482987486529,124.00654296875,0.13406834287121833,0.3375,9.710517267033108,32.49277548068663
Fast,2030,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.1737561575926217,0.04642534155655567,-0.1045210553316377,-0.018161176961951173,0.3976952038523538,0.5797353085884872,0.08696029628827308,0.5710511770694292,124.00654296875,0.13406834287121833,0.3375,11.847000174600941,44.339775655287575
Fast,2031,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.22921930181611327,0.055463144223491585,-0.1045210553316377,-0.023958243328201338,0.39189813748610364,0.5797353085884872,0.08696029628827308,0.5757105280015775,124.00654296875,0.13406834287121833,0.3375,14.153301995617468,58.49307765090504
Fast,2032,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.2937843563361856,0.06456505452007234,-0.1045210553316377,-0.030706650964184023,0.38514972985012097,0.5797353085884872,0.08696029628827308,0.5811296468597077,124.00654296875,0.13406834287121833,0.3375,16.47596305221809,74.96904070312314
Fast,2033,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.3666201234836384,0.07283576714745284,-0.1045210553316377,-0.03831952221232522,0.3775368586019798,0.5797353085884872,0.08696029628827308,0.5872361141973073,124.00654296875,0.13406834287121833,0.3375,18.586515837732595,93.55555654085573
