scenario,year,sector_id,sector_name_ru,class_id,ai_intensity,rti_bucket,p,q,adaptation,diffusion_speed,delta_sL_potential,delta_sL_t,labour_share_t,pi0_proxy,gamma_margin,margin_t,capital_intensity_anchor,capital_intensity_norm,capital_barrier,delta_k_need_bn_rub,cumulative_delta_k_need_bn_rub
Fast,2034,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.4457837641935279,0.07916364070988947,-0.1045210553316377,-0.04659378948321746,0.3692625913310875,0.5797353085884872,0.08696029628827308,0.5938640184236237,124.00654296875,0.13406834287121833,0.3375,20.201287354442172,113.7568438952979
Fast,2035,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.015,0.3,0.528215187663118,0.0824314234695902,-0.1045210553316377,-0.05520960885674815,0.36064677195755684,0.5797353085884872,0.08696029628827308,0.6007542137551871,124.00654296875,0.13406834287121833,0.3375,21.035172935608475,134.7920168309064
Friction,2025,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.005,0.005,-0.1045210553316377,-0.0005226052766581885,0.4153337755376468,0.5797353085884872,0.08696029628827308,0.5558480188850792,124.00654296875,0.13406834287121833,0.45,1.7012260656777785,1.7012260656777785
Friction,2026,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.01121875,0.00621875,-0.1045210553316377,-0.0011725955895018104,0.41468378522480315,0.5797353085884872,0.08696029628827308,0.5573909654725605,124.00654296875,0.13406834287121833,0.45,2.115899919186737,3.8171259848645156
Friction,2027,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.018935878662109374,0.0077171286621093745,-0.1045210553316377,-0.001979198021395512,0.41387718279290947,0.5797353085884872,0.08696029628827308,0.5579973168162743,124.00654296875,0.13406834287121833,0.45,2.6257160864339095,6.442842071298426
Friction,2028,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.02848552705914964,0.009549648397040264,-0.1045210553316377,-0.0029773373499002425,0.41287904346440474,0.5797353085884872,0.08696029628827308,0.558802318335698,124.00654296875,0.13406834287121833,0.45,3.249222154220582,9.692064225519008
Friction,2029,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.04026162487568192,0.011776097816532277,-0.1045210553316377,-0.004208187521372791,0.4116481932929322,0.5797353085884872,0.08696029628827308,0.5597925984293127,124.00654296875,0.13406834287121833,0.45,4.006760911491177,13.698825137010186
Friction,2030,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.05472047336081645,0.014458848485134537,-0.1045210553316377,-0.005719441623919304,0.4101369391903857,0.5797353085884872,0.08696029628827308,0.5610083981782489,124.00654296875,0.13406834287121833,0.45,4.919553984519307,18.618379121529493
Friction,2031,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.07237840678300853,0.017657933422192077,-0.1045210553316377,-0.007565067460182616,0.4082913133541224,0.5797353085884872,0.08696029628827308,0.5624929298977613,124.00654296875,0.13406834287121833,0.45,6.008027320767195,24.626406442296688
Friction,2032,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.09380145800273396,0.021423051219725424,-0.1045210553316377,-0.009804227382092046,0.40605215343221296,0.5797353085884872,0.08696029628827308,0.5642936030528709,124.00654296875,0.13406834287121833,0.45,7.289090628269403,31.91549707056609
Friction,2033,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.11958313683254411,0.025781678829810153,-0.1045210553316377,-0.012498955661605146,0.40335742515269984,0.5797353085884872,0.08696029628827308,0.5664600404261679,124.00654296875,0.13406834287121833,0.45,8.772092808441199,40.68758987900729
Friction,2034,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.15030597370283968,0.030722836870295568,-0.1045210553316377,-0.01571013899407019,0.4001462418202348,0.5797353085884872,0.08696029628827308,0.5690408171728661,124.00654296875,0.13406834287121833,0.45,10.453298179062624,51.14088805806992
Friction,2035,C_mach,Машиностроение (ОКВЭД 26–30),hybrid,medium,medium,0.005,0.25,0.18648296582734572,0.036176992124506036,-0.1045210553316377,-0.019491396389647905,0.39636498442465706,0.5797353085884872,0.08696029628827308,0.5720785057709897,124.00654296875,0.13406834287121833,0.45,12.309048396005876,63.4499364540758
Base,2025,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.01,0.01,-0.0563476951105708,-0.000563476951105708,0.4284050153816694,0.555022222436545,0.08325333336548174,0.5325694721179295,924.9502180232558,1.0,0.35,17.040780468159074,17.040780468159074
Base,2026,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.022375,0.012375,-0.0563476951105708,-0.0012607796780990217,0.4277077126546761,0.555022222436545,0.08325333336548174,0.5345417100046314,924.9502180232558,1.0,0.35,21.087965829346853,38.12874629750593
Base,2027,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.03761983984375,0.01524483984375,-0.0563476951105708,-0.0021197912656241284,0.426848701067151,0.555022222436545,0.08325333336548174,0.5357281508916267,924.9502180232558,1.0,0.35,25.97839690495882,64.10714320246475
Base,2028,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.05629478831878265,0.018674948475032652,-0.0563476951105708,-0.003172081568500887,0.4257964107642742,0.555022222436545,0.08325333336548174,0.5372331269152986,924.9502180232558,1.0,0.35,31.82356972172135,95.93071292418611
Base,2029,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.07901326171732635,0.0227184733985437,-0.0563476951105708,-0.004452215180939641,0.4245162771518355,0.555022222436545,0.08325333336548174,0.5390613761123801,924.9502180232558,1.0,0.35,38.7140517756295,134.6447646998156
Base,2030,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.106415670647682,0.027402408930355646,-0.0563476951105708,-0.005996277764642503,0.4229722145681326,0.555022222436545,0.08325333336548174,0.5412660160221551,924.9502180232558,1.0,0.35,46.69584348809123,181.3406081879068
Base,2031,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.1391243578632767,0.032708687215594695,-0.0563476951105708,-0.007839336899333858,0.42112915543344126,0.555022222436545,0.08325333336548174,0.5438966302714558,924.9502180232558,1.0,0.35,55.738155824263046,237.07876401216987
Base,2032,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.17767530701274584,0.03855094914946914,-0.0563476951105708,-0.010011594028231265,0.41895689830454386,0.555022222436545,0.08325333336548174,0.5469957610647819,924.9502180232558,1.0,0.35,65.69382612952674,302.7725901416966
Base,2033,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.22242525201528646,0.044749945002540634,-0.0563476951105708,-0.012533150285449234,0.4164353420473259,0.555022222436545,0.08325333336548174,0.550591322883479,924.9502180232558,1.0,0.35,76.25739887504872,379.0299890167453
Base,2034,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.2734390643154393,0.05101381230015282,-0.0563476951105708,-0.015407661027366133,0.413560831305409,0.555022222436545,0.08325333336548174,0.5546875453733637,924.9502180232558,1.0,0.35,86.93151762507772,465.961506641823
Base,2035,DE,Энергетика и ЖКХ,hybrid,low,medium,0.01,0.25,0.330372209277719,0.05693314496227969,-0.0563476951105708,-0.0186157125213866,0.4103527798113885,0.555022222436545,0.08325333336548174,0.5592555674279156,924.9502180232558,1.0,0.35,97.01852246640848,562.9800291082315
Fast,2025,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.015,0.015,-0.0563476951105708,-0.000845215426658562,0.42812327690611657,0.555022222436545,0.08325333336548174,0.5329857387847569,924.9502180232558,1.0,0.26249999999999996,19.170878026678952,19.170878026678952
Fast,2026,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.0342075,0.0192075,-0.0563476951105708,-0.0019275137804948507,0.4270409785522803,0.555022222436545,0.08325333336548174,0.5355093411089392,924.9502180232558,1.0,0.26249999999999996,24.5483093131624,43.719187339841355
Fast,2027,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.058605591583125005,0.024398091583125,-0.0563476951105708,-0.003302290006300562,0.42566620232647456,0.555022222436545,0.08325333336548174,0.5374346888886467,924.9502180232558,1.0,0.26249999999999996,31.182189188255453,74.9013765280968
Fast,2028,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.08927780057487321,0.030672208991748207,-0.0563476951105708,-0.005030598286935298,0.4239378940458398,0.555022222436545,0.08325333336548174,0.539907476899796,924.9502180232558,1.0,0.26249999999999996,39.20087849264069,114.10225502073749
Fast,2029,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.12733081603606602,0.038053015461192816,-0.0563476951105708,-0.007174798000180427,0.42179369433259467,0.555022222436545,0.08325333336548174,0.5429717744620292,924.9502180232558,1.0,0.26249999999999996,48.63398119692372,162.7362362176612
Fast,2030,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.1737561575926217,0.04642534155655567,-0.0563476951105708,-0.009790758991613338,0.41917773334116176,0.555022222436545,0.08325333336548174,0.5467082800144868,924.9502180232558,1.0,0.26249999999999996,59.33430402184256,222.07054023950377
Fast,2031,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.22921930181611327,0.055463144223491585,-0.0563476951105708,-0.012915979332192257,0.4160525130005829,0.555022222436545,0.08325333336548174,0.5511690110949675,924.9502180232558,1.0,0.26249999999999996,70.88514485897737,292.9556850984811
Fast,2032,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.2937843563361856,0.06456505452007234,-0.0563476951105708,-0.016554071339086675,0.41241442099368847,0.555022222436545,0.08325333336548174,0.5563571225446742,924.9502180232558,1.0,0.26249999999999996,82.51791899934557,375.4736040978267
Fast,2033,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.3666201234836384,0.07283576714745284,-0.0563476951105708,-0.020658198939455877,0.40831029339331926,0.555022222436545,0.08325333336548174,0.562203282029427,924.9502180232558,1.0,0.26249999999999996,93.08837386422724,468.5619779620539
Fast,2034,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.4457837641935279,0.07916364070988947,-0.0563476951105708,-0.025118887630019498,0.4038496047027556,0.555022222436545,0.08325333336548174,0.5685486504748013,924.9502180232558,1.0,0.26249999999999996,101.1757666798085,569.7377446418624
Fast,2035,DE,Энергетика и ЖКХ,hybrid,low,medium,0.015,0.3,0.528215187663118,0.0824314234695902,-0.0563476951105708,-0.029763708347214313,0.3992047839855608,0.555022222436545,0.08325333336548174,0.5751451290216355,924.9502180232558,1.0,0.26249999999999996,105.35218432673564,675.089928968598
Friction,2025,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.005,0.005,-0.0563476951105708,-0.000281738475552854,0.42868675385722227,0.555022222436545,0.08325333336548174,0.532153205451102,924.9502180232558,1.0,0.35,8.520390234079537,8.520390234079537
Friction,2026,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.01121875,0.00621875,-0.0563476951105708,-0.0006321507045217161,0.4283363416282534,0.555022222436545,0.08325333336548174,0.5336303789670119,924.9502180232558,1.0,0.35,10.597235353636425,19.117625587715963
Friction,2027,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.018935878662109374,0.0077171286621093745,-0.0563476951105708,-0.0010669931175033022,0.4279014992152718,0.555022222436545,0.08325333336548174,0.5342108826302868,924.9502180232558,1.0,0.35,13.1505895375544,32.26821512527036
Friction,2028,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.02848552705914964,0.009549648397040264,-0.0563476951105708,-0.0016050937937928784,0.42736339853898225,0.555022222436545,0.08325333336548174,0.5349815683652357,924.9502180232558,1.0,0.35,16.273346188207032,48.54156131347739
Friction,2029,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.04026162487568192,0.011776097816532277,-0.0563476951105708,-0.0022686497631510976,0.426699842569624,0.555022222436545,0.08325333336548174,0.5359296345779542,924.9502180232558,1.0,0.35,20.067389766309393,68.60895107978678
Friction,2030,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.05472047336081645,0.014458848485134537,-0.0563476951105708,-0.0030833725492413967,0.4258851197835337,0.555022222436545,0.08325333336548174,0.5370936069437833,924.9502180232558,1.0,0.35,24.6390062857552,93.24795736554198
Friction,2031,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.07237840678300853,0.017657933422192077,-0.0563476951105708,-0.0040783563979978335,0.4248901359347773,0.555022222436545,0.08325333336548174,0.5385148557137563,924.9502180232558,1.0,0.35,30.090496696894405,123.33845406243638
Friction,2032,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.09380145800273396,0.021423051219725424,-0.0563476951105708,-0.0052854959564650646,0.4236829963763101,0.555022222436545,0.08325333336548174,0.540238769371636,924.9502180232558,1.0,0.35,36.506551279346844,159.84500534178324
Friction,2033,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.11958313683254411,0.025781678829810153,-0.0563476951105708,-0.006738234134605865,0.42223025819816923,0.555022222436545,0.08325333336548174,0.5423128553689587,924.9502180232558,1.0,0.35,43.93399290393791,203.77899824572114
Friction,2034,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.15030597370283968,0.030722836870295568,-0.0563476951105708,-0.008469395179505082,0.42049909715327005,0.555022222436545,0.08325333336548174,0.544783618188378,924.9502180232558,1.0,0.35,52.35411184657701,256.1331100922981
Friction,2035,DE,Энергетика и ЖКХ,hybrid,low,medium,0.005,0.25,0.18648296582734572,0.036176992124506036,-0.0563476951105708,-0.010507885301754269,0.41846060703102084,0.555022222436545,0.08325333336548174,0.5476918155188211,924.9502180232558,1.0,0.35,61.648418079202706,317.78152817150084
Base,2025,F,Строительство,hardware,low,high,0.005,0.15,0.005,0.005,-0.0677287541356785,-0.0003386437706783925,0.7488684170176582,0.2470583252535041,0.01976466602028033,0.23679211642880663,38.884105279391356,0.0420391330492272,0.6,1.1786631309694795,1.1786631309694795
Base,2026,F,Строительство,hardware,low,high,0.005,0.15,0.01072125,0.00572125,-0.0677287541356785,-0.0007261369052771431,0.7484809238830594,0.2470583252535041,0.01976466602028033,0.23733590135431562,38.884105279391356,0.0420391330492272,0.6,1.348685287611827,2.5273484185813064
Base,2027,F,Строительство,hardware,low,high,0.005,0.15,0.017258589469765627,0.006537339469765625,-0.0677287541356785,-0.001168902762926366,0.7480381580254102,0.2470583252535041,0.01976466602028033,0.23744229584909712,38.884105279391356,0.0420391330492272,0.6,1.5410642015288618,4.068412620110168
Base,2028,F,Строительство,hardware,low,high,0.005,0.15,0.024716406106308757,0.00745781663654313,-0.0677287541356785,-0.0016740113922917685,0.7475330493960448,0.2470583252535041,0.01976466602028033,0.23758523345227275,38.884105279391356,0.0420391330492272,0.6,1.7580507014048397,5.826463321515008
Base,2029,F,Строительство,hardware,low,high,0.005,0.15,0.03320864988210173,0.008492243775792973,-0.0677287541356785,-0.002249180483042697,0.7469578803052939,0.2470583252535041,0.01976466602028033,0.2377470830406216,38.884105279391356,0.0420391330492272,0.6,2.001898927546444,7.828362249061452
Base,2030,F,Строительство,hardware,low,high,0.005,0.15,0.04285848195095768,0.00964983206885595,-0.0677287541356785,-0.002902751586684827,0.7463043092016517,0.2470583252535041,0.01976466602028033,0.23793101854558935,38.884105279391356,0.0420391330492272,0.6,2.2747802559214887,10.10314250498294
Base,2031,F,Строительство,hardware,low,high,0.005,0.15,0.05379743441257546,0.01093895246161778,-0.0677287541356785,-0.0036436332084596127,0.7455634275798769,0.2470583252535041,0.01976466602028033,0.2381395064967563,38.884105279391356,0.0420391330492272,0.6,2.5786679915873414,12.681810496570282
Base,2032,F,Строительство,hardware,low,high,0.005,0.15,0.06616393780999259,0.012366503397417138,-0.0677287541356785,-0.0044812010765813105,0.7447258597117552,0.2470583252535041,0.01976466602028033,0.23837517944731793,38.884105279391356,0.0420391330492272,0.6,2.915188322708878,15.596998819279161
Base,2033,F,Строительство,hardware,low,high,0.005,0.15,0.08010105879246283,0.013937120982470241,-0.0677287541356785,-0.005425144916962244,0.7437819158713743,0.2470583252535041,0.01976466602028033,0.23864075461624143,38.884105279391356,0.0420391330492272,0.6,3.2854341307797603,18.88243295005892
Base,2034,F,Строительство,hardware,low,high,0.005,0.15,0.0957532853744189,0.015652226581956072,-0.0677287541356785,-0.006485250722807478,0.7427218100655291,0.2470583252535041,0.01976466602028033,0.23893897376325243,38.884105279391356,0.0420391330492272,0.6,3.6897404779464114,22.572173428005332
Base,2035,F,Строительство,hardware,low,high,0.005,0.15,0.11326220800471042,0.017508922630291506,-0.0677287541356785,-0.007671108238815109,0.7415359525495214,0.2470583252535041,0.01976466602028033,0.23927252034908283,38.884105279391356,0.0420391330492272,0.6,4.127424313464352,26.699597741469685
Fast,2025,F,Строительство,hardware,low,high,0.0075,0.18,0.0075,0.0075,-0.0677287541356785,-0.0005079656560175888,0.7486990951323189,0.2470583252535041,0.01976466602028033,0.23684152809385733,38.884105279391356,0.0420391330492272,0.44999999999999996,1.3259960223406642,1.3259960223406642
Fast,2026,F,Строительство,hardware,low,high,0.0075,0.18,0.016283625000000003,0.008783625000000002,-0.0677287541356785,-0.001102869634062588,0.748104191154274,0.2470583252535041,0.01976466602028033,0.23744376683203922,38.884105279391356,0.0420391330492272,0.44999999999999996,1.5529402415642692,2.8789362639049334
Fast,2027,F,Строительство,hardware,low,high,0.0075,0.18,0.02654482215273469,0.010261197152734687,-0.0677287541356785,-0.0017978477331578797,0.7474092130551787,0.2470583252535041,0.01976466602028033,0.2376213097714726,38.884105279391356,0.0420391330492272,0.44999999999999996,1.8141742145306061,4.693110478435539
Fast,2028,F,Строительство,hardware,low,high,0.0075,0.18,0.038496971009119765,0.011952148856385078,-0.0677287541356785,-0.0026073518844450154,0.7465997089038915,0.2470583252535041,0.01976466602028033,0.23785009140332275,38.884105279391356,0.0420391330492272,0.44999999999999996,2.113133578932018,6.806244057367557
Fast,2029,F,Строительство,hardware,low,high,0.0075,0.18,0.052370935488355065,0.013873964479235298,-0.0677287541356785,-0.00354701821354628,0.7456600425747902,0.2470583252535041,0.01976466602028033,0.23811470742196464,38.884105279391356,0.0420391330492272,0.44999999999999996,2.452909561808223,9.25915361917578
Fast,2030,F,Строительство,hardware,low,high,0.0075,0.18,0.06841123318098974,0.01604029769263467,-0.0677287541356785,-0.004633407592233825,0.7445736531961027,0.2470583252535041,0.01976466602028033,0.23842063690485618,38.884105279391356,0.0420391330492272,0.44999999999999996,2.8359161250124947,12.095069744188276
Fast,2031,F,Строительство,hardware,low,high,0.0075,0.18,0.08686975347614859,0.01845852029515885,-0.0677287541356785,-0.00588358017501307,0.7433234806133234,0.2470583252535041,0.01976466602028033,0.2387726284936033,38.884105279391356,0.0420391330492272,0.44999999999999996,3.2634565986233417,15.358526342811619
Fast,2032,F,Строительство,hardware,low,high,0.0075,0.18,0.10799644221836299,0.021126688742214402,-0.0677287541356785,-0.0073144644825355164,0.7418925963058011,0.2470583252535041,0.01976466602028033,0.23917542306085168,38.884105279391356,0.0420391330492272,0.44999999999999996,3.735187364987412,19.09371370779903
Fast,2033,F,Строительство,hardware,low,high,0.0075,0.18,0.13202644682530223,0.024030004606939256,-0.0677287541356785,-0.008941986756438126,0.7402650740318985,0.2470583252535041,0.01976466602028033,0.23963346931921975,38.884105279391356,0.0420391330492272,0.44999999999999996,4.2484920700839055,23.342205777882935
Fast,2034,F,Строительство,hardware,low,high,0.0075,0.18,0.15916343202363029,0.02713698519832805,-0.0677287541356785,-0.010779940954919234,0.7384271198334174,0.2470583252535041,0.01976466602028033,0.24015060599367205,38.884105279391356,0.0420391330492272,0.44999999999999996,4.797804590840064,28.140010368722997
Fast,2035,F,Строительство,hardware,low,high,0.0075,0.18,0.18955918439086916,0.030395752367238883,-0.0677287541356785,-0.012838607393768922,0.7363684533945676,0.2470583252535041,0.01976466602028033,0.24072967204617332,38.884105279391356,0.0420391330492272,0.44999999999999996,5.373952898001412,33.51396326672441
Friction,2025,F,Строительство,hardware,low,high,0.0025,0.15,0.0025,0.0025,-0.0677287541356785,-0.00016932188533919624,0.7490377389029973,0.2470583252535041,0.01976466602028033,0.23674270476375595,38.884105279391356,0.0420391330492272,1.2,1.1786631309694795,1.1786631309694795
Friction,2026,F,Строительство,hardware,low,high,0.0025,0.15,0.0053678125,0.0028678125,-0.0677287541356785,-0.00036355525305892174,0.7488435055352777,0.2470583252535041,0.01976466602028033,0.2372321654564986,38.884105279391356,0.0420391330492272,1.2,1.3520739441133642,2.5307370750828437
Friction,2027,F,Строительство,hardware,low,high,0.0025,0.15,0.008655242832094727,0.0032874303320947268,-0.0677287541356785,-0.0005862088137595375,0.748620851974577,0.2470583252535041,0.01976466602028033,0.2372766056898244,38.884105279391356,0.0420391330492272,1.2,1.5499091712283226,4.080646246311167
Friction,2028,F,Строительство,hardware,low,high,0.0025,0.15,0.01242065416555632,0.003765411333461593,-0.0677287541356785,-0.000841235432183255,0.7483658253561533,0.2470583252535041,0.01976466602028033,0.23734916335121192,38.884105279391356,0.0420391330492272,1.2,1.7752606046743216,5.855906850985488
Friction,2029,F,Строительство,hardware,low,high,0.0025,0.15,0.016729559757490825,0.004308905591934505,-0.0677287541356785,-0.0011330722396132374,0.7480739885487233,0.2470583252535041,0.01976466602028033,0.23743128336253694,38.884105279391356,0.0420391330492272,1.2,2.0314992624165686,7.887406113402057
Friction,2030,F,Строительство,hardware,low,high,0.0025,0.15,0.021655188096268804,0.004925628338777979,-0.0677287541356785,-0.0014666789103340615,0.7477403818780025,0.2470583252535041,0.01976466602028033,0.23752519151619564,38.884105279391356,0.0420391330492272,1.2,2.3222626079104196,10.209668721312477
Friction,2031,F,Строительство,hardware,low,high,0.0025,0.15,0.027278986264745737,0.005623798168476931,-0.0677287541356785,-0.0018475717537955148,0.7473594890345411,0.2470583252535041,0.01976466602028033,0.2376324042061607,38.884105279391356,0.0420391330492272,1.2,2.6514254228789778,12.861094144191455
Friction,2032,F,Строительство,hardware,low,high,0.0025,0.15,0.0336910152750509,0.006412029010305168,-0.0677287541356785,-0.0022818504901453113,0.7469252102981913,0.2470583252535041,0.01976466602028033,0.2377546378397898,38.884105279391356,0.0420391330492272,1.2,3.023048875661369,15.884143019852823
Friction,2033,F,Строительство,hardware,low,high,0.0025,0.15,0.04099017735158136,0.007299162076530451,-0.0677287541356785,-0.0027762136438231107,0.7464308471445135,0.2470583252535041,0.01976466602028033,0.2378937751767295,38.884105279391356,0.0420391330492272,1.2,3.4413012906308276,19.32544431048365
Friction,2034,F,Строительство,hardware,low,high,0.0025,0.15,0.04928419931504249,0.008294021963461136,-0.0677287541356785,-0.0033379574181822877,0.7458691033701542,0.2470583252535041,0.01976466602028033,0.2380518664127168,38.884105279391356,0.0420391330492272,1.2,3.910343158313093,23.235787468796744
Friction,2035,F,Строительство,hardware,low,high,0.0025,0.15,0.05868927886869253,0.009405079553650043,-0.0677287541356785,-0.003974951738897948,0.7452321090494386,0.2470583252535041,0.01976466602028033,0.23823112214307532,38.884105279391356,0.0420391330492272,1.2,4.434168205488877,27.66995567428562
Base,2025,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.01,0.01,-0.1372142226717449,-0.001372142226717449,0.5625036743311211,0.4317158728449536,0.06475738092674303,0.41425133122891206,45.97989699817316,0.04971067210129259,0.35,3.852891988906813,3.852891988906813
Base,2026,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.022375,0.012375,-0.1372142226717449,-0.003070168232280292,0.5608056483255582,0.4317158728449536,0.06475738092674303,0.4157854074627925,45.97989699817316,0.04971067210129259,0.35,4.767953836272182,8.620845825178995
Base,2027,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.03761983984375,0.01524483984375,-0.1372142226717449,-0.005161977081195694,0.5587138394766429,0.4317158728449536,0.06475738092674303,0.41670826305740194,45.97989699817316,0.04971067210129259,0.35,5.8736721306151765,14.494517955794171
Base,2028,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.05629478831878265,0.018674948475032652,-0.1372142226717449,-0.007724445619632187,0.5561513709382064,0.4317158728449536,0.06475738092674303,0.417878886523284,45.97989699817316,0.04971067210129259,0.35,7.195255937270081,21.689773893064253
Base,2029,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.07901326171732635,0.0227184733985437,-0.1372142226717449,-0.010841743287302075,0.5530340732705366,0.4317158728449536,0.06475738092674303,0.4193009632726279,45.97989699817316,0.04971067210129259,0.35,8.753182415744156,30.44295630880841
Base,2030,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.106415670647682,0.027402408930355646,-0.1372142226717449,-0.014601743528014105,0.5492740730298245,0.4317158728449536,0.06475738092674303,0.42101581000214977,45.97989699817316,0.04971067210129259,0.35,10.557852184451578,41.00080849325999
Base,2031,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.1391243578632767,0.032708687215594695,-0.1372142226717449,-0.019089840618915173,0.5447859759389234,0.4317158728449536,0.06475738092674303,0.4230619946067402,45.97989699817316,0.04971067210129259,0.35,12.602303894062349,53.60311238732234
Base,2032,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.17767530701274584,0.03855094914946914,-0.1372142226717449,-0.024379579139717545,0.539496237418121,0.4317158728449536,0.06475738092674303,0.42547260791448827,45.97989699817316,0.04971067210129259,0.35,14.853264314274355,68.4563767015967
Base,2033,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.22242525201528646,0.044749945002540634,-0.1372142226717449,-0.030519908057844495,0.533355908499994,0.4317158728449536,0.06475738092674303,0.4282693627941621,45.97989699817316,0.04971067210129259,0.35,17.241670460430928,85.69804716202762
Base,2034,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.2734390643154393,0.05101381230015282,-0.1372142226717449,-0.037519728658132266,0.5263560878997063,0.4317158728449536,0.06475738092674303,0.43145554921355345,45.97989699817316,0.04971067210129259,0.35,19.655070873485464,105.35311803551309
Base,2035,G,Оптовая и розничная торговля,hybrid,medium,high,0.01,0.25,0.330372209277719,0.05693314496227969,-0.1372142226717449,-0.04533176588838924,0.5185440506694493,0.4317158728449536,0.06475738092674303,0.4350087179854242,45.97989699817316,0.04971067210129259,0.35,21.93572581284377,127.28884384835686
Fast,2025,G,Оптовая и розничная торговля,hybrid,medium,high,0.015,0.3,0.015,0.015,-0.1372142226717449,-0.0020582133400761735,0.5618176032177624,0.4317158728449536,0.06475738092674303,0.41457511813354575,45.97989699817316,0.04971067210129259,0.26249999999999996,4.334503487520164,4.334503487520164
Fast,2026,G,Оптовая и розничная торговля,hybrid,medium,high,0.015,0.3,0.0342075,0.0192075,-0.1372142226717449,-0.004693755522043714,0.5591820610357948,0.4317158728449536,0.06475738092674303,0.4165380650860392,45.97989699817316,0.04971067210129259,0.26249999999999996,5.550331715769569,9.884835203289732
Fast,2027,G,Оптовая и розничная торговля,hybrid,medium,high,0.015,0.3,0.058605591583125005,0.024398091583125,-0.1372142226717449,-0.008041520693296254,0.5558342958645424,0.4317158728449536,0.06475738092674303,0.41803566853982077,45.97989699817316,0.04971067210129259,0.26249999999999996,7.050240870392778,16.93507607368251
Fast,2028,G,Оптовая и розничная торговля,hybrid,medium,high,0.015,0.3,0.08927780057487321,0.030672208991748207,-0.1372142226717449,-0.012250184007724287,0.5516256325501143,0.4317158728449536,0.06475738092674303,0.4199590903262628,45.97989699817316,0.04971067210129259,0.26249999999999996,8.863253122978662,25.79832919666117
